"Time [s]"	"Pro [W]"
0.942000000000001	97.5248220810891
0.943000000000001	98.3858088056102
0.944000000000001	98.8985625494538
0.945000000000001	98.4493946993646
0.946000000000001	97.6241284061373
0.947000000000001	97.3898286490642
0.948000000000001	98.0264657897737
0.949000000000001	98.9184361911663
0.950000000000001	99.0700134552316
0.951000000000001	98.2928389065933
0.952000000000001	97.5681009023146
0.953000000000001	97.70276410908
0.954000000000001	98.5243171550807
0.955000000000001	99.1254743963806
0.956000000000001	98.7573760445782
0.957000000000001	97.9037145854774
0.958000000000001	97.5288744303402
0.959000000000001	98.0113203994154
0.960000000000001	98.8773996985737
0.961000000000001	99.1230520791898
0.962000000000001	98.3796502902755
0.963000000000001	97.5463874388422
0.964000000000001	97.5380162048125
0.965000000000001	98.3134792315011
0.966000000000001	99.0675299246194
0.967000000000001	98.9301514036321
0.968000000000001	98.0871879099225
0.969000000000001	97.5793351260283
0.970000000000001	97.9583449966778
0.971000000000001	98.8093632660208
0.972000000000001	99.1523574218636
0.973000000000001	98.5050130699117
0.974000000000001	97.6640006876818
0.975000000000001	97.5162662584662
0.976000000000001	98.1817120164454
0.977000000000001	98.9439199632479
0.978000000000001	98.8673849046911
0.979000000000001	97.9932503916666
0.980000000000001	97.3420934677495
0.981000000000001	97.5973634765983
0.982000000000001	98.4604983021828
0.983000000000001	99.0009110506126
0.984000000000001	98.5812167082752
0.985000000000001	97.771062852713
0.986000000000001	97.5109101592027
0.987000000000001	98.0984100707116
0.988000000000001	98.9287454983264
0.989000000000001	98.9950379257747
0.990000000000001	98.1893205381539
0.991000000000001	97.4645996041158
0.992000000000001	97.5748701891526
0.993000000000001	98.390724225698
0.994000000000001	99.0333282165525
0.995000000000001	98.7059436592224
0.996000000000001	97.7870718000558
0.997000000000001	97.3638543921686
0.998000000000001	97.8456037023684
0.999000000000001	98.7283342726132
1	99.0313071546642
1.001	98.3956347124445
1.002	97.654298571989
1.003	97.6382544632764
1.004	98.3943469155964
1.005	99.1314351924132
1.006	98.9470070942541
1.007	98.0904179108346
1.008	97.5477910587202
1.009	97.8482061618575
1.01	98.6979259047459
1.011	99.1215659496958
1.012	98.5130107298636
1.013	97.6425226260714
1.014	97.5386772859158
1.015	98.2563753176245
1.016	99.0657131405428
1.017	99.0405992516819
1.018	98.1784180600174
1.019	97.5272479467609
1.02	97.7489898173319
1.021	98.5578520850003
1.022	99.0239420124614
1.023	98.5077928499375
1.024	97.6162611100012
1.025	97.305023992937
1.026	97.841923890322
1.027	98.6715807281923
1.028	98.836105246832
1.029	98.0638005691857
1.03	97.3202803199093
1.031	97.4337036319637
1.032	98.2956856188013
1.033	99.0395991082463
1.034	98.7943171640008
1.035	97.9417767546702
1.036	97.5010496181006
1.037	97.9618366269883
1.038	98.8720986542375
1.039	99.1761177637443
1.04	98.4876316525475
1.041	97.6488540337789
1.042	97.5722902015117
1.043	98.2846974309054
1.044	99.0217640353722
1.045	98.8917209624895
1.046	97.9937360644622
1.047	97.4230628761343
1.048	97.7676452977691
1.049	98.6613465692845
1.05	99.1448500589588
1.051	98.6599351852611
1.05199999999999	97.8655992685664
1.05299999999999	97.6575816063864
1.05399999999999	98.2834532876466
