"Time [s]"	"CoreLoss [W]"
0.904000000000001	234.713647723514
0.905000000000001	233.03836916379
0.906000000000001	230.228135941633
0.907000000000001	230.666988796682
0.908000000000001	228.442770130571
0.909000000000001	231.963977609826
0.910000000000001	238.502594397301
0.911000000000001	232.743820688245
0.912000000000001	231.51305848426
0.913000000000001	233.764922587422
0.914000000000001	228.270158891449
0.915000000000001	236.613672045889
0.916000000000001	233.617152361327
0.917000000000001	227.62084490092
0.918000000000001	224.589533427952
0.919000000000001	226.598184017838
0.920000000000001	234.040180562336
0.921000000000001	237.623889668089
0.922000000000001	233.261175878765
0.923000000000001	232.415889197789
0.924000000000001	229.017443502804
0.925000000000001	229.869428492261
0.926000000000001	236.965607287404
0.927000000000001	234.341199971606
0.928000000000001	229.968934175016
0.929000000000001	227.079575725968
0.930000000000001	232.55101269115
0.931000000000001	233.358573858455
0.932000000000001	235.521172228471
0.933000000000001	236.86152745712
0.934000000000001	232.135204538266
0.935000000000001	231.018978574541
0.936000000000001	228.786094980039
0.937000000000001	232.489332643073
0.938000000000001	238.059976932751
0.939000000000001	233.248754211912
0.940000000000001	230.856817731317
0.941000000000001	226.411469281214
0.942000000000001	229.040568695032
0.943000000000001	239.87747913522
0.944000000000001	230.900832164539
0.945000000000001	228.906113432914
0.946000000000001	225.900759672856
0.947000000000001	225.827579525506
0.948000000000001	235.357034548031
0.949000000000001	234.898162109911
0.950000000000001	237.223487360591
0.951000000000001	230.981574924341
0.952000000000001	232.088423973283
0.953000000000001	232.234764105217
0.954000000000001	234.007121462317
0.955000000000001	234.77330573576
0.956000000000001	231.523374774709
0.957000000000001	229.965396335406
0.958000000000001	227.96595322579
0.959000000000001	231.431066532431
0.960000000000001	239.03120665009
0.961000000000001	233.709734458516
0.962000000000001	231.886317273517
0.963000000000001	233.619696925579
0.964000000000001	227.587501284896
0.965000000000001	235.799401766857
0.966000000000001	234.549023251548
0.967000000000001	228.389213310798
0.968000000000001	227.272077222478
0.969000000000001	230.258005182202
0.970000000000001	233.286284572449
0.971000000000001	238.253431952653
0.972000000000001	234.655512604475
0.973000000000001	233.319066418999
0.974000000000001	228.738405015327
0.975000000000001	229.148058136428
0.976000000000001	235.493329390843
0.977000000000001	235.213106004768
0.978000000000001	234.403176362246
0.979000000000001	230.71112169949
0.980000000000001	232.803115373145
0.981000000000001	231.643249132446
0.982000000000001	235.013369378568
0.983000000000001	238.570314612024
0.984000000000001	229.300985668997
0.985000000000001	226.183641872847
0.986000000000001	228.119590164458
0.987000000000001	231.647237686066
0.988000000000001	239.647067250034
0.989000000000001	234.830049667043
0.990000000000001	235.194469784625
0.991000000000001	229.842850407277
0.992000000000001	228.499053963472
0.993000000000001	239.001781468609
0.994000000000001	232.245602706977
0.995000000000001	234.855885224672
0.996000000000001	232.860365418308
0.997000000000001	230.620018445161
0.998000000000001	234.368251567302
0.999000000000001	235.172656012123
1	238.263471424119
1.001	228.613953521837
1.002	225.756554385426
1.003	231.307110099489
1.004	233.764676538231
1.005	236.415829529057
1.006	232.511793065984
1.007	229.27923307595
1.008	227.225813167897
1.009	230.371967423547
1.01	238.695154499371
1.011	234.777886538631
1.012	232.587121788635
1.013	232.605039383913
1.014	227.01223566259
1.015	235.234988367499
1.016	235.954320910303
1.017	232.671348362527
1.018	231.020576508794
1.019	230.264938717815
1.02	232.294031325478
1.021	238.302644091984
1.022	235.961029420414
1.023	234.613013158543
1.024	228.337698572682
1.025	228.001393351592
1.026	234.123821421258
1.027	235.896675761417
1.028	235.881513880862
1.029	231.629811313072
1.03	233.173748839694
1.031	230.218896200231
1.032	234.267738779506
1.033	236.871693084425
1.034	231.583293317447
1.035	230.808832273154
1.036	227.552192919494
1.037	230.400281944544
1.038	240.311384191189
1.039	236.293148739085
1.04	237.141348168501
1.041	229.907018583427
1.042	227.853140749293
1.043	238.045642768
1.044	233.782488481879
1.045	235.80922721106
1.046	232.652444061719
1.047	231.132739586035
1.048	233.121432530406
1.049	235.587456021033
1.05	234.292391920841
1.051	225.719666798705
1.05199999999999	225.028964421408
1.05299999999999	230.595434866858
1.05399999999999	233.102157700039
1.05499999999999	237.184096597367
1.05599999999999	233.455393387208
1.05699999999999	232.165299068629
1.05799999999999	230.870506218225
1.05899999999999	229.171955401346
1.05999999999999	238.437231937815
1.06099999999999	236.195964034952
1.06199999999999	233.226460196629
1.06299999999999	231.262593068504
1.06399999999999	226.398516774254
1.06499999999999	233.622724051741
1.06599999999999	237.080269565963
1.06699999999999	230.262795869718
1.06799999999999	228.492228309502
1.06899999999999	229.271993568924
1.06999999999999	230.810309785525
1.07099999999999	237.631875593185
1.07199999999999	237.229756863143
1.07299999999999	236.216055850698
1.07399999999999	231.381251102069
1.07499999999999	231.482540277482
1.07599999999999	232.308864326903
1.07699999999999	235.998072927787
1.07799999999999	237.33479137894
1.07899999999999	232.921588874106
1.07999999999999	232.527140285351
1.08099999999999	229.040936183259
1.08199999999999	233.128701396767
1.08299999999999	238.489284008707
1.08399999999999	228.681940918769
1.08499999999999	229.627210571186
1.08599999999999	231.194054775069
1.08699999999999	229.261955758169
1.08799999999999	240.016875029017
1.08899999999999	232.681325861696
1.08999999999999	234.260374446831
1.09099999999999	229.576872246309
1.09199999999999	227.121195033248
1.09299999999999	236.822108033194
1.09399999999999	238.621664372748
1.09499999999999	240.89300119483
1.09599999999999	233.118209857292
1.09699999999999	231.974850460419
1.09799999999999	232.025558144944
1.09899999999999	235.140717747818
1.09999999999999	235.469403946761
1.10099999999999	230.471366013114
1.10199999999999	229.591376950949
1.10299999999999	229.743030562289
1.10399999999999	231.767403655294
1.10499999999999	237.698626685407
1.10599999999999	234.563039085152
1.10699999999999	232.574554941185
1.10799999999999	230.780853557134
1.10899999999999	227.995745322687
1.10999999999999	237.240398785893
1.11099999999999	237.958221956893
1.11199999999999	234.298637628958
1.11299999999999	233.432388823148
1.11399999999999	229.438121093885
1.11499999999999	231.736874599781
