"Time [s]"	"Current(Phase_A) [A]"	"Current(Phase_C) [A]"	"Current(Phase_B) [A]"
0	0	0	0
0.001	8.47095081153143	25.6440198845791	-34.1149706961105
0.002	30.2839051921212	49.6426342984378	-79.926539490559
0.003	62.2420605926837	59.6897194264142	-121.931780019098
0.004	100.292955281971	54.022841148133	-154.315796430104
0.005	139.207487419408	35.518282396876	-174.725769816284
0.006	175.384741322152	6.66812198854734	-182.052863310699
0.007	206.807518521325	-31.9796819127402	-174.827836608585
0.008	228.070256804507	-76.6233884126208	-151.446868391886
0.009	234.092966182466	-121.563132024407	-112.529834158058
0.01	223.118354573272	-160.236300859671	-62.882053713601
0.011	197.052183568028	-185.954069742874	-11.0981138251541
0.012	158.620652190824	-196.695340749137	38.0746885583129
0.013	111.244933834769	-191.452829822094	80.2078959873243
0.014	58.2075216117616	-171.85106042294	113.643538811178
0.015	8.54800884982951	-140.533005562	131.98499671217
0.016	-35.7870240520191	-100.046490745982	135.833514798002
0.017	-71.5241251015837	-54.5347240014784	126.058849103062
0.018	-95.9543806301069	-7.9912464884867	103.945627118594
0.019	-106.11577256921	34.2504284113682	71.8653441578417
0.02	-103.911599444016	71.6715358460838	32.2400635979327
0.021	-88.6299644224307	98.6518318648104	-10.0218674423797
0.022	-58.8300844630714	113.092931753873	-54.2628472908016
0.023	-18.6094681604404	110.721994183996	-92.1125260235554
0.024	20.1780436198299	94.0170100075246	-114.195053627355
0.025	55.0733326924833	77.564514661654	-132.637847354137
0.026	106.473347656577	41.3042886711083	-147.777636327686
0.027	150.400326734329	-9.37724365113765	-141.023083083192
0.028	176.699448387662	-62.0836969653509	-114.615751422312
0.029	183.842188979895	-111.982966765001	-71.8592222148941
0.03	178.70431110467	-147.469858942863	-31.2344521618065
0.031	163.953663352615	-173.737736522233	9.78407316961795
0.032	133.821607565199	-188.716416520287	54.8948089550881
0.033	88.2124425520143	-186.018537605114	97.8060950531001
0.034	33.9602956763037	-165.643022978911	131.682727302607
0.035	-14.2945621277513	-134.681739104056	148.976301231807
0.036	-55.3814041073818	-97.1754992886334	152.556903396015
0.037	-86.9191724386217	-54.297552936924	141.216725375546
