"Time [s]"	"Current(EndConnection) [kA]"	"RingCurrent(EndConnection) [kA]"
0.876000000000001	0.0285278600950248	-1.549706967033
0.877000000000001	-0.0141638889829246	-1.38568216563177
0.878000000000001	0.0751330679426683	-1.49443381350898
0.879000000000001	0.0424158959831368	-1.6537181280614
0.880000000000001	-0.0279024986919485	-1.68065062147395
0.881000000000001	-0.00399804168870787	-1.58067815224634
0.882000000000001	-0.0016773768072278	-1.41737563629611
0.883000000000001	0.0865092766049704	-1.4147026407651
0.884000000000001	0.0424434801402385	-1.52651453045092
0.885000000000001	0.032032510643189	-1.66779351284736
0.886000000000001	0.0220585702919523	-1.68512452314358
0.887000000000001	-0.0624252508012644	-1.47280699619059
0.888000000000001	0.0641561950723844	-1.37754898675283
0.889000000000001	0.0700093975769607	-1.43667703723866
0.890000000000001	0.0543222507196353	-1.6176343690919
0.891000000000001	0.0120254708920445	-1.67695180877311
0.892000000000001	-0.0178820850318632	-1.59073398086394
0.893000000000001	0.0574750569228684	-1.4676453667893
0.894000000000001	0.0303146045932235	-1.34156699829498
0.895000000000001	0.101026692766816	-1.49767338354977
0.896000000000001	0.0505313769322845	-1.66616517372939
0.897000000000001	-0.0167642179725219	-1.66616598784767
0.898000000000001	0.0269651104303668	-1.53671457719911
0.899000000000001	0.0244838810490392	-1.3853179974022
0.900000000000001	0.110361832441243	-1.44019410767145
0.901000000000001	0.058090517974453	-1.56004428886867
0.902000000000001	0.0494069313264836	-1.69665485973998
0.903000000000001	0.0419222647367267	-1.67845895264343
0.904000000000001	-0.0337969866414244	-1.46125349053539
0.905000000000001	0.105753717874765	-1.38270743726792
0.906000000000001	0.0882141254584419	-1.47713753121791
0.907000000000001	0.0741029741333682	-1.66023560626297
0.908000000000001	0.0367193153670055	-1.70269878753469
0.909000000000001	0.00205924648453652	-1.60018201226507
0.910000000000001	0.0874806119967507	-1.45849877274036
0.911000000000001	0.059251330821998	-1.36787227047883
0.912000000000001	0.128558900046148	-1.53725765931048
0.913000000000001	0.0683569750417075	-1.69782062511189
0.914000000000001	0.0013922476684088	-1.67228481500389
0.915000000000001	0.0635132474639202	-1.52195468316956
0.916000000000001	0.0503044188154524	-1.37413930182353
0.917000000000001	0.137175985253039	-1.45408227151766
0.918000000000001	0.0796261083612173	-1.59000822989502
0.919000000000001	0.0639688572122855	-1.69833850727127
0.920000000000001	0.0665358575682847	-1.63223615901185
0.921000000000001	-0.00160142181000401	-1.39915326108608
0.922000000000001	0.146921195270028	-1.33699800516859
0.923000000000001	0.103874122802257	-1.4935464310563
