"Time [s]"	"Moving1.Speed [rpm]"
0.775000000000001	1469.39559199976
0.776000000000001	1475.59924353218
0.777000000000001	1476.60933504164
0.778000000000001	1470.90547818168
0.779000000000001	1465.31290935115
0.780000000000001	1465.94858717542
0.781000000000001	1472.07338830481
0.782000000000001	1476.90377111144
0.783000000000001	1474.36284740272
0.784000000000001	1467.7506472555
0.785000000000001	1464.59488991683
0.786000000000001	1467.92143061226
0.787000000000001	1474.50344338321
0.788000000000001	1477.04339533309
0.789000000000001	1471.96414450382
0.790000000000001	1465.68479268189
0.791000000000001	1465.31893802296
0.792000000000001	1471.08177146725
0.793000000000001	1477.25694306785
0.794000000000001	1477.04425897951
0.795000000000001	1470.89255539462
0.796000000000001	1466.39718363637
0.797000000000001	1468.76952631903
0.798000000000001	1475.65291215104
0.799000000000001	1479.43539738299
0.800000000000001	1475.36813634484
0.801000000000001	1468.74772320823
0.802000000000001	1467.06642097433
0.803000000000001	1471.68987954629
0.804000000000001	1477.59473968775
0.805000000000001	1477.55831296766
0.806000000000001	1471.06399988911
0.807000000000001	1465.99884240451
0.808000000000001	1467.60533399346
0.809000000000001	1473.95146552943
0.810000000000001	1478.18096447201
0.811000000000001	1475.01327360532
0.812000000000001	1468.45307011244
0.813000000000001	1465.7811136501
0.814000000000001	1469.71831001341
0.815000000000001	1475.99527864637
0.816000000000001	1476.96533101086
0.817000000000001	1470.93002922535
0.818000000000001	1464.86142661067
0.819000000000001	1465.00718883688
0.820000000000001	1470.73528922083
0.821000000000001	1475.91819290101
0.822000000000001	1474.07114860278
0.823000000000001	1467.16127290901
0.824000000000001	1463.33616698833
0.825000000000001	1466.5368095019
0.826000000000001	1473.56770596232
0.827000000000001	1477.00884164156
0.828000000000001	1473.03153536841
0.829000000000001	1466.82704800927
0.830000000000001	1465.75115766174
0.831000000000001	1471.25271318959
0.832000000000001	1477.703808509
0.833000000000001	1478.02082042827
0.834000000000001	1471.89256571101
0.835000000000001	1467.0022732437
0.836000000000001	1468.76761341399
0.837000000000001	1475.09031385808
0.838000000000001	1479.11236741098
0.839000000000001	1475.89991602006
0.840000000000001	1469.69360754737
0.841000000000001	1467.7377066714
0.842000000000001	1472.1253119614
0.843000000000001	1478.33362036963
0.844000000000001	1479.08466958653
0.845000000000001	1473.06946506411
0.846000000000001	1467.49463687977
0.847000000000001	1468.40910104884
0.848000000000001	1474.52006613389
0.849000000000001	1478.76879465254
0.850000000000001	1475.52253344071
0.851000000000001	1468.31135256882
0.852000000000001	1465.17600471507
0.853000000000001	1468.75888843852
0.854000000000001	1474.80346486992
0.855000000000001	1476.10421663022
0.856000000000001	1470.2310517963
0.857000000000001	1464.05251850383
0.858000000000001	1463.88396936441
0.859000000000001	1469.48675203022
0.860000000000001	1474.91854967229
0.861000000000001	1473.94992955545
0.862000000000001	1467.59827759622
0.863000000000001	1463.3253621689
0.864000000000001	1466.15983376467
0.865000000000001	1473.37376602383
0.866000000000001	1477.35794889311
0.867000000000001	1473.53135698708
0.868000000000001	1467.1021614078
0.869000000000001	1465.70431339946
0.870000000000001	1470.63689587228
0.871000000000001	1476.91454272406
0.872000000000001	1477.32577470366
0.873000000000001	1471.36650964483
0.874000000000001	1466.2997822307
0.875000000000001	1467.54813699815
0.876000000000001	1473.99588253496
0.877000000000001	1478.61957120865
0.878000000000001	1476.09709216428
0.879000000000001	1469.91546744412
0.880000000000001	1467.54912054999
0.881000000000001	1471.81988030834
0.882000000000001	1478.3548577962
0.883000000000001	1479.63108936783
0.884000000000001	1473.69711810156
0.885000000000001	1467.5629063351
0.886000000000001	1467.8725902627
0.887000000000001	1473.71965272241
0.888000000000001	1478.39826383399
0.889000000000001	1475.87561734307
0.890000000000001	1469.24481384258
0.891000000000001	1466.08485760793
0.892000000000001	1469.22758401122
0.893000000000001	1475.42564487796
0.894000000000001	1477.29111445527
0.895000000000001	1471.86790831491
0.896000000000001	1465.41176504126
0.897000000000001	1464.86235732521
0.898000000000001	1470.45605922761
0.899000000000001	1476.17276125608
0.900000000000001	1475.54490446136
0.901000000000001	1469.26665535013
0.902000000000001	1464.61068584902
0.903000000000001	1466.62543935982
0.904000000000001	1473.23490865829
0.905000000000001	1477.06308629393
0.906000000000001	1473.33453783081
0.907000000000001	1467.03855957693
0.908000000000001	1465.37803518522
0.909000000000001	1470.21790265659
0.910000000000001	1476.64593526293
0.911000000000001	1477.29282614696
0.912000000000001	1471.24425813416
0.913000000000001	1465.81518065337
0.914000000000001	1467.16751142927
0.915000000000001	1473.77621413341
0.916000000000001	1478.7247923877
0.917000000000001	1476.50752514907
0.918000000000001	1470.31278024773
0.919000000000001	1467.48561744756
0.920000000000001	1471.03227508068
0.921000000000001	1477.31815373843
0.922000000000001	1478.670326993
0.923000000000001	1473.0476273277
0.924000000000001	1467.38560776207
0.925000000000001	1467.61203777774
0.926000000000001	1473.42859866619
0.927000000000001	1478.47838537765
0.928000000000001	1476.73943617908
0.929000000000001	1470.18662108295
0.930000000000001	1466.25222012806
0.931000000000001	1469.36068903243
0.932000000000001	1476.02712813316
0.933000000000001	1478.47472316172
0.934000000000001	1473.39391363776
0.935000000000001	1466.88625679425
0.936000000000001	1466.0415119139
0.937000000000001	1471.03849139857
0.938000000000001	1476.29201272885
0.939000000000001	1475.15892232739
0.940000000000001	1468.85336971255
0.941000000000001	1464.5031198659
0.942000000000001	1466.3866247141
0.943000000000001	1472.84531429047
0.944000000000001	1476.67831390063
0.945000000000001	1473.32118098327
0.946000000000001	1467.13302143734
0.947000000000001	1465.37139029665
0.948000000000001	1470.15315354805
0.949000000000001	1476.82667551889
0.950000000000001	1477.95774706651
0.951000000000001	1472.14926551453
0.952000000000001	1466.71195955682
0.953000000000001	1467.72378631998
0.954000000000001	1473.88169152706
0.955000000000001	1478.37138110223
0.956000000000001	1475.62389255109
0.957000000000001	1469.23238383988
0.958000000000001	1466.41709002994
0.959000000000001	1470.03957756973
0.960000000000001	1476.52031162978
0.961000000000001	1478.35331760084
0.962000000000001	1472.79921677644
0.963000000000001	1466.54874448783
0.964000000000001	1466.48581501149
0.965000000000001	1472.30382430286
0.966000000000001	1477.93922190342
0.967000000000001	1476.91412547621
0.968000000000001	1470.60842343548
0.969000000000001	1466.79639748192
0.970000000000001	1469.64224354631
0.971000000000001	1476.01223566037
0.972000000000001	1478.57183613923
0.973000000000001	1473.73729402032
0.974000000000001	1467.4325988576
0.975000000000001	1466.32230047967
0.976000000000001	1471.31684660858
0.977000000000001	1477.0168963323
0.978000000000001	1476.44553508289
0.979000000000001	1469.9040582699
0.980000000000001	1465.01222372109
0.981000000000001	1466.93189081322
0.982000000000001	1473.40426281443
0.983000000000001	1477.44221140557
0.984000000000001	1474.30722660054
0.985000000000001	1468.23670004815
0.986000000000001	1466.28203091265
0.987000000000001	1470.69254722639
0.988000000000001	1476.90363115899
0.989000000000001	1477.3983869036
0.990000000000001	1471.37385482868
