"Time [s]"	"Pem [kW]"	"Pout [kW]"	"Pin [kW]"
0.855000000000001	15.7752855687682	15.67646389007	17.1588758676205
0.856000000000001	10.331133641533	10.2330967873123	11.8802033710191
0.857000000000001	15.0532472279962	14.9560326271385	16.8431066652094
0.858000000000001	21.9352461296333	21.8380539111614	23.7567236689991
0.859000000000001	26.3392734652735	26.2413358476149	27.9934742182835
0.860000000000001	21.7677970378579	21.6691340505857	23.2257487198694
0.861000000000001	13.9283213683519	13.8297879279941	15.3982471102258
0.862000000000001	11.1984400331865	11.1007539779774	12.83996362122
0.863000000000001	17.8545386685486	17.7574206115744	19.6959048108013
0.864000000000001	24.9851749265147	24.8876802684248	26.7875461872008
0.865000000000001	26.5220282761685	26.4235718537309	28.10233545032
0.866000000000001	18.859203285089	18.7602136662941	20.3072273551175
0.867000000000001	11.2852581189707	11.1867806337551	12.8213162181421
0.868000000000001	13.6713632966844	13.573743275134	15.4334379036793
0.869000000000001	20.9890099098939	20.8915758235128	22.8623419931898
0.870000000000001	26.0317520846258	25.9336610985488	27.7647019183421
0.871000000000001	23.7810621465985	23.6821319392967	25.2887357655858
0.872000000000001	14.6754056652627	14.5764203580513	16.1043165653533
0.873000000000001	11.2799146117651	11.1817262715581	12.9118054187855
0.874000000000001	16.2975801492373	16.2000668780621	18.1483229909531
0.875000000000001	23.5216116775363	23.423932297115	25.3530781456553
0.876000000000001	26.5316526707525	26.4331130863925	28.1667396868564
0.877000000000001	20.1289944479307	20.0298356882212	21.5760890362445
0.878000000000001	12.6025114658097	12.5036907410415	14.1120190480483
0.879000000000001	12.8876996338457	12.7897048622304	14.6032353094719
0.880000000000001	19.9423884192792	19.8447089079282	21.7792546048642
0.881000000000001	25.8392260484475	25.7409771895717	27.5733533796078
0.882000000000001	24.5225139347035	24.4233906760851	26.0130682953853
0.883000000000001	15.6743592833633	15.57506480897	17.0869927790962
0.884000000000001	10.3753662483208	10.276866605917	11.9432157214817
0.885000000000001	15.1561310879036	15.0584497413908	16.939269063709
0.886000000000001	22.858195435191	22.7604728590524	24.6666850715643
0.887000000000001	26.025773879512	25.9272712247265	27.6348222335419
0.888000000000001	20.7359166882658	20.6367876088378	22.1578370635255
0.889000000000001	11.9913731675238	11.8925820948164	13.4362855442641
0.890000000000001	12.6144385652977	12.5165331941348	14.3015480546012
0.891000000000001	18.6485588552358	18.5510741682115	20.4692829548471
0.892000000000001	24.8756065337177	24.7777034588136	26.6086584484828
0.893000000000001	24.7372680104039	24.6385371683629	26.2565403041847
0.894000000000001	16.5380998285781	16.4391191659957	17.9215356220109
0.895000000000001	10.4723976121456	10.3741423411077	11.9960745573282
0.896000000000001	14.3996060018517	14.3022108064489	16.1572165079897
0.897000000000001	21.8786983008845	21.7813761220117	23.6926731055644
0.898000000000001	26.4105518639015	26.312484999828	28.0652578487444
0.899000000000001	22.289207832788	22.1903769760763	23.7302581387632
0.900000000000001	14.1066796941761	14.0079328905379	15.5646618265644
0.901000000000001	11.1916189985168	11.0937107164479	12.8169356250722
0.902000000000001	17.1470695540738	17.0497808133084	18.9730558027776
0.903000000000001	24.125511625776	24.0279550354668	25.9134366772973
0.904000000000001	26.2118886195023	26.1134507541417	27.7835059555914
