"Time [s]"	"Efficience []"
0.127	0.834464588683576
0.128	0.39740530572015
0.129	1.66112115723603
0.13	0.239665134759774
0.131	0.799147821042957
0.132	0.836883750289425
0.133	1.32895899200806
0.134	-16.8069823429946
0.135	0.788542755321669
0.136	0.853912950443567
0.137	1.23233765011406
0.138	4.6996746720284
0.139	0.807602291343564
0.14	0.843652067166683
0.141	1.18374073109466
0.142	2.57871120162004
0.143	0.80605474986824
0.144	0.842538079558398
0.145	1.16600924204358
0.146	1.41103812911524
0.147	0.697018886381498
0.148	0.869962623869313
0.149	2.09816648480087
0.15	1.15796776018511
0.151	1.58034254798881
0.152	0.629059054550636
0.153	0.846374866990119
0.154	0.775989999458923
0.155	1.21251446372008
0.156	1.19373696908577
0.157	1.70481204347861
0.158	0.613948869016484
0.159	0.849223841931905
0.16	0.886984819018424
0.161	0.80862906583482
0.162	-2.90943205328133
0.163	4.1417749721672
0.164	0.530930212151023
0.165	0.815272992216797
0.166	0.892975048130414
0.167	0.919762749051747
0.168	0.91797914893931
0.169	0.846849750807926
0.17	0.608189166166235
0.171	0.748387042159745
0.172	0.860967025957378
0.173	0.90757244932329
0.174	0.927284852316967
0.175	0.902793958412264
0.176	0.689078238772934
0.177	0.793997476918896
0.178	0.890128786628558
0.179	0.927585609722104
0.18	0.924938736645571
0.181	0.81311246734896
0.182	0.80264857755393
0.183	0.895314296723461
0.184	0.929811254846198
0.185	0.916402035462558
0.186	0.741246980068516
0.187	0.824045990050895
0.188	0.902257105699609
0.189	0.931322404126069
0.19	0.896652291459104
0.191	0.713343995592663
0.192	0.817728053297064
0.193	0.896902487155953
0.194	0.923156968278301
0.195	0.905167175363095
0.196	0.774985906272299
0.197	0.787776932344134
0.198	0.87488793797233
0.199	0.917743896321244
0.2	0.931290405317249
0.201	0.908666243559851
0.202	0.833447106454336
0.203	0.829649851141492
0.204	0.882988744128843
0.205	0.918240378103284
0.206	0.934209684334276
0.207	0.932441772796773
0.208	0.905169083325252
0.209	0.841688846245463
0.21	0.858325573215724
0.211	0.893990352909482
0.212	0.920402259592428
0.213	0.933590386088079
0.214	0.924465168571196
0.215	0.878376010872957
0.216	0.852082524735814
0.217	0.89212715643807
0.218	0.923057960151836
0.219	0.936211735238543
0.22	0.916873986891914
0.221	0.859234806882448
0.222	0.87744195311272
0.223	0.917748978982249
0.224	0.937204543342801
0.225	0.92293938677712
0.226	0.859229777196797
0.227	0.882601830336646
0.228	0.921778014586099
0.229	0.939435192483902
0.23	0.918913361821154
0.231	0.846268370736193
0.232	0.882611515276293
0.233	0.921039257485738
0.234	0.937081498468359
0.235	0.917678132267491
0.236	0.847094042121824
0.237	0.871634242616804
0.238	0.912403644275453
0.239	0.933607002023558
0.24	0.931678950310119
0.241	0.891900408123676
0.242	0.851984725771245
0.243	0.890433152926632
0.244	0.920456509180275
0.245	0.937626513454809
0.246	0.933770046655403
0.247	0.895915848950377
0.248	0.854822697082495
0.249	0.886987911989917
0.25	0.917158796781433
0.251	0.937382670167007
0.252	0.938116491083348
0.253	0.907349126947607
0.254	0.855932752907398
0.255	0.880250242024837
0.256	0.914072032774319
0.257	0.932811517735093
0.258	0.934849894333868
0.259	0.903602642312335
0.26	0.864024649056378
0.261	0.890852655575692
0.262	0.923010382622326
0.263	0.937779556030108
0.264	0.925507628643566
0.265	0.875885262270917
0.266	0.879837281532677
0.267	0.917179967325647
0.268	0.937599785469753
0.269	0.933232042835951
0.27	0.886197550568659
0.271	0.87063704149117
0.272	0.911213731238249
0.273	0.934418615562027
0.274	0.935500201113576
0.275	0.895265331192303
0.276	0.857352198102548
0.277	0.902747624004632
0.278	0.928859259130195
0.279	0.939067285090763
0.28	0.915120390483116
0.281	0.861324589191303
0.282	0.883987320016779
0.283	0.916792962506176
0.284	0.936069817822907
0.285	0.934875252210473
0.286	0.90039037120184
0.287	0.862045615774222
0.288	0.891002216904557
0.289	0.920577361575358
0.29	0.938021024024248
0.291	0.933045857362675
0.292	0.897594437114657
0.293	0.861616764075662
0.294	0.892333832939409
0.295	0.920738457038928
0.296	0.936887229392026
0.297	0.931849326237385
0.298	0.895881747656391
0.299	0.863870950288213
0.3	0.900033728484985
0.301	0.928019274913064
0.302	0.938797290525898
0.303	0.924620746893546
0.304	0.877846303883572
0.305	0.877295914413916
0.306	0.914995588204367
0.307	0.934894144558816
0.308	0.934178537179468
0.309	0.896536358557433
0.31	0.870577460627814
0.311	0.904387296178687
0.312	0.931154390733585
0.313	0.938916713109164
0.314	0.914083143611544
0.315	0.862329212057709
0.316	0.892299002950356
0.317	0.924646769715058
0.318	0.939718051930611
0.319	0.927669654785727
0.32	0.875934086728044
0.321	0.87361983357413
0.322	0.912824260677594
0.323	0.933730293684433
0.324	0.938682767762136
0.325	0.907955122838028
0.326	0.85925201153563
0.327	0.890576150231753
0.328	0.920565568010587
0.329	0.937222967944928
0.33	0.93261349088798
0.331	0.89902433805814
0.332	0.86341138325426
0.333	0.898140019021184
0.334	0.925935111283463
0.335	0.939230565837303
0.336	0.929928937393333
0.337	0.888204568717508
0.338	0.868549386730564
0.339	0.904721718882823
0.34	0.930685816808354
0.341	0.938318583515753
0.342	0.920108395148459
0.343	0.87030116617699
0.344	0.881969451168944
0.345	0.915364760293711
0.346	0.935588031614427
0.347	0.934855335456803
0.348	0.900815414232333
0.349	0.86084715157555
0.35	0.899832394382644
0.351	0.92891606442265
0.352	0.939533244916608
0.353	0.921817435766226
0.354	0.873799495617811
0.355	0.88252204890238
0.356	0.919295640825303
0.357	0.936864604842287
0.358	0.933534991572791
0.359	0.890803605345167
0.36	0.869074048654249
0.361	0.90371012639529
0.362	0.930422444207286
0.363	0.938483691479139
0.364	0.918752836335866
0.365	0.865599429071948
0.366	0.88378233854703
0.367	0.918314705095166
0.368	0.937129150862158
0.369	0.935668061749291
0.37	0.90253965940861
0.371	0.865586620524833
0.372	0.895766498054225
0.373	0.925891853452463
0.374	0.939391722561641
0.375	0.928186617552349
0.376	0.882459024687839
0.377	0.87579589481761
0.378	0.906767724130042
0.379	0.931480973232412
0.38	0.938641896141132
0.381	0.918559009014823
0.382	0.863178270635506
0.383	0.885088063349353
0.384	0.918725289593333
0.385	0.936945898809043
0.386	0.934939245718151
0.387	0.899352286901726
0.388	0.863504429373657
0.389	0.899982864202694
0.39	0.928205573302983
0.391	0.93968137114298
0.392	0.923873020037546
0.393	0.872086524128397
0.394	0.882464716785782
0.395	0.914464459842804
0.396	0.935753585536164
0.397	0.935787342839769
0.398	0.902837284881492
0.399	0.861283007313866
0.4	0.898808301710859
0.401	0.92782151263721
0.402	0.939996102122763
0.403	0.92547008987193
0.404	0.879670845040874
0.405	0.882179442792484
0.406	0.913870497723486
0.407	0.935239525992598
0.408	0.936699447511925
0.409	0.90342068362772
0.41	0.87076223272497
0.411	0.895780976231952
0.412	0.92578532099767
0.413	0.938825437916306
0.414	0.928989317916812
0.415	0.881947306375107
0.416	0.874475294390895
0.417	0.90958395505515
0.418	0.933090284539816
0.419	0.940830735737936
0.42	0.915099138096835
0.421	0.872358137999182
0.422	0.888518912078603
0.423	0.919355473069581
0.424	0.937973464680674
0.425	0.934728208633515
0.426	0.894607932372449
0.427	0.873518566953947
0.428	0.901278532675531
0.429	0.928935619696652
0.43	0.939589068050373
0.431	0.924464357763167
0.432	0.868213533476665
0.433	0.881778756451473
0.434	0.915528722009378
0.435	0.936339991418517
0.436	0.937055445162505
0.437	0.903799889719116
0.438	0.864453963440888
0.439	0.899587506533032
0.44	0.926832911001581
0.441	0.939505762879933
0.442	0.927836971147374
0.443	0.876621970463736
0.444	0.879651684336934
0.445	0.911505777027489
0.446	0.934189385485653
0.447	0.937867733314691
0.448	0.910383004344104
0.449	0.861224530258092
0.45	0.894249179218042
0.451	0.923162079129852
0.452	0.939972451354121
0.453	0.930692365667939
0.454	0.890627666938104
0.455	0.878036676540155
0.456	0.908754673076252
0.457	0.933797186233004
0.458	0.939178104647991
0.459	0.914768483522289
0.46	0.864789079047787
0.461	0.88935621900333
0.462	0.920631144760678
0.463	0.937302835334153
0.464	0.933735941063694
0.465	0.894187989225612
0.466	0.864435753601699
0.467	0.903378928455742
0.468	0.928627941175388
0.469	0.940001569273184
0.47	0.923412265086944
0.471	0.879754099208384
0.472	0.885597208812888
0.473	0.91601291249196
0.474	0.937066399245469
0.475	0.937432140384816
0.476	0.902592858469564
0.477	0.864710524862276
0.478	0.895813095308462
0.479	0.925464338578277
0.48	0.938773461177283
0.481	0.92870690817896
0.482	0.876933166131393
0.483	0.878115657363527
0.484	0.911676582499531
0.485	0.933511261834065
0.486	0.938496894840396
0.487	0.913353784843911
0.488	0.87224831914631
0.489	0.893058523601253
0.49	0.923894650993086
0.491	0.939391525945176
0.492	0.931931389389246
0.493	0.885075259295405
0.494	0.872652827166729
0.495	0.907377105181821
0.496	0.931302353488437
0.497	0.939230390402338
0.498	0.917991654843848
0.499	0.864001807513614
0.5	0.889352978378034
0.501	0.919806241364662
0.502	0.938407908775777
0.503	0.934024974826865
0.504	0.896131837988642
0.505	0.864921893961352
0.506	0.903324747807634
0.507	0.930318121215623
0.508	0.940069745370828
0.509	0.923153604939224
0.51	0.871831883386728
0.511	0.878739274562639
0.512	0.91482271360087
0.513	0.934716577412649
0.514	0.938042935813479
0.515	0.905323264955525
0.516	0.861626202593946
0.517	0.898045537134025
0.518	0.925613519593901
0.519	0.939106925486821
0.52	0.928899994270634
0.521	0.88553450812848
0.522	0.877031413846412
0.523	0.909811211969782
0.524	0.934024486010468
0.525	0.938778035622965
0.526	0.914133413946231
0.527	0.863315536472271
0.528	0.88834280521499
0.529	0.92092094529205
0.53	0.937623128530159
0.531	0.93322900308593
0.532	0.888572075974843
0.533	0.870428369536142
0.534	0.905566938851461
0.535	0.931556233636638
0.536	0.939467226204939
0.537	0.919484039984963
0.538	0.871808370433981
0.539	0.885766292748993
0.54	0.919467982198335
0.541	0.937873845237039
0.542	0.936672591437471
0.543	0.896472101787005
0.544	0.863556728291344
0.545	0.901437485900835
0.546	0.927666523200247
0.547	0.939274726399674
0.548	0.924894935042713
0.549	0.869752422912393
0.55	0.881495881770084
0.551	0.914141889525491
0.552	0.935422579289706
0.553	0.937154004525939
0.554	0.908604899230378
0.555	0.865553003906811
0.556	0.895020665950836
0.557	0.925575493830557
0.558	0.939889092487713
0.559	0.929658651783567
0.56	0.882626751356607
0.561	0.872140121667971
0.562	0.909859818865342
0.563	0.932502271923704
0.564	0.939731065382807
0.565	0.914393594992869
0.566	0.860754525101215
0.567	0.891107051814628
0.568	0.920796583877556
0.569	0.937887377922227
0.57	0.932549974245969
0.571	0.89645691791582
0.572	0.866259069365761
0.573	0.902993368097608
0.574	0.930841382247422
0.575	0.94038315208414
0.576	0.921316891350848
0.577	0.866985027715311
0.578	0.885294274799299
0.579	0.916850890116501
0.58	0.936497905842549
0.581	0.935581956101665
0.582	0.899475257843659
0.583	0.86240268123656
0.584	0.897843076222505
0.585	0.927191267597826
0.586	0.938791992323273
0.587	0.926225662407667
0.588	0.883180192997379
0.589	0.878277156822229
0.59	0.912443023145633
0.591	0.935216748494343
0.592	0.938436315931595
0.593	0.909622296274827
0.594	0.860538514161116
0.595	0.893485568139785
0.596	0.923643557441126
0.597	0.938974726860313
0.598	0.930434005849781
0.599	0.883822862798056
0.6	0.874303749979262
0.601	0.907465859806007
0.602	0.932345118617011
0.603	0.938692373887336
0.604	0.915829107489592
0.605	0.864968766816091
0.606	0.888120438501518
0.607	0.921093114108048
0.608	0.938461482155098
0.609	0.93446107833705
0.61	0.897200207065435
0.611	0.864723701087077
0.612	0.903435938989614
0.613	0.929210332341244
0.614	0.939635246882294
0.615	0.922584992292863
0.616	0.870749569115708
0.617	0.880457923881879
0.618	0.914739596842849
0.619	0.936737292106614
0.62	0.935619251691753
0.621	0.903961097004321
0.622	0.862855865071192
0.623	0.899430885157129
0.624	0.927008390195287
0.625	0.940347815286966
0.626	0.92858656925114
0.627	0.883128802312086
0.628	0.877714007038328
0.629	0.911382992484131
0.63	0.933442762381419
0.631	0.937731079663327
0.632	0.909593142582987
0.633	0.866930215782575
0.634	0.891147584735054
0.635	0.922126070157246
0.636	0.93882431107833
0.637	0.930965560458011
0.638	0.8919717431256
0.639	0.873856738781497
0.64	0.9085210931237
0.641	0.932831894602395
0.642	0.940382319527337
0.643	0.917785508216754
0.644	0.864554590515352
0.645	0.884092448940602
0.646	0.920287456207915
0.647	0.937087550861248
0.648	0.933812322291133
0.649	0.893008670892685
0.65	0.871292811831614
0.651	0.901722469636712
0.652	0.928861213207866
0.653	0.939286295965574
0.654	0.923639613012104
0.655	0.873564141109975
0.656	0.881105947272353
0.657	0.916418769417345
0.658	0.936601332636819
0.659	0.937940441593801
0.66	0.906106270841553
0.661	0.863571596220582
0.662	0.894179131003551
0.663	0.925072118294088
0.664	0.939425604365273
0.665	0.928461898850256
0.666	0.881009946461941
0.667	0.877673233457595
0.668	0.910111601805713
0.669	0.933481326867685
0.67	0.938268003695327
0.671	0.91443897461381
0.672	0.862226364918402
0.673	0.890425970764097
0.674	0.923688388571543
0.675	0.939219934189072
0.676	0.932947321950894
0.677	0.89364667956397
0.678	0.869269391199343
0.679	0.905413428549222
0.68	0.930682609552565
0.681	0.939723106063455
0.682	0.918057818597611
0.683	0.868481973602409
0.684	0.887480319582573
0.685	0.919223227034294
0.686	0.937881216725553
0.687	0.934662024116882
0.688000000000001	0.89832543783225
0.689000000000001	0.86496311355855
0.690000000000001	0.900683969553998
0.691000000000001	0.929614160896033
0.692000000000001	0.940074299471058
0.693000000000001	0.92461989043701
0.694000000000001	0.878591332402041
0.695000000000001	0.882103422521043
0.696000000000001	0.914582184174424
0.697000000000001	0.935442708489853
0.698000000000001	0.936504033914213
0.699000000000001	0.903981709736007
0.700000000000001	0.867551669540284
0.701000000000001	0.894804866628507
0.702000000000001	0.925752524729577
0.703000000000001	0.93911217195257
0.704000000000001	0.929351725775912
0.705000000000001	0.882174209041783
0.706000000000001	0.873027516023435
0.707000000000001	0.909584751746197
0.708000000000001	0.933124025739968
0.709000000000001	0.939399995371981
0.710000000000001	0.91472906176309
0.711000000000001	0.872448513445178
0.712000000000001	0.889999572084046
0.713000000000001	0.921307602603894
0.714000000000001	0.938230579478482
0.715000000000001	0.932833679819981
0.716000000000001	0.894344311995084
0.717000000000001	0.87511257980766
0.718000000000001	0.903608488087625
0.719000000000001	0.930698861522412
0.720000000000001	0.939740451948761
0.721000000000001	0.920946316841758
0.722000000000001	0.86472233740204
0.723000000000001	0.885618554359996
0.724000000000001	0.918639549743043
0.725000000000001	0.937543229742665
0.726000000000001	0.935763347741013
0.727000000000001	0.89823574488861
0.728000000000001	0.866069141733704
0.729000000000001	0.902046376073451
0.730000000000001	0.928962347774648
0.731000000000001	0.939255405612254
0.732000000000001	0.924264606737389
0.733000000000001	0.873181283315075
0.734000000000001	0.880809270017857
0.735000000000001	0.91247576739892
0.736000000000001	0.934707491756631
0.737000000000001	0.937051632973108
0.738000000000001	0.908296516774033
0.739000000000001	0.861323525989953
0.740000000000001	0.89434757391094
0.741000000000001	0.923214063503042
0.742000000000001	0.939602156875413
0.743000000000001	0.930455984483687
0.744000000000001	0.890248726907672
0.745000000000001	0.875702488798639
0.746000000000001	0.907196236665703
0.747000000000001	0.933560758588343
0.748000000000001	0.939282028103658
0.749000000000001	0.916056335917995
0.750000000000001	0.866662002079186
0.751000000000001	0.886979292700984
0.752000000000001	0.919637920304711
0.753000000000001	0.937169842202968
0.754000000000001	0.93384429673529
0.755000000000001	0.892929773394221
0.756000000000001	0.865000723244045
0.757000000000001	0.903661179596611
0.758000000000001	0.92925175424864
0.759000000000001	0.939966322201521
0.760000000000001	0.921266085300921
0.761000000000001	0.876988321767094
0.762000000000001	0.885888573439744
0.763000000000001	0.916846372452728
0.764000000000001	0.937731898813455
0.765000000000001	0.936221842692189
0.766000000000001	0.898549804332664
0.767000000000001	0.870626190500367
0.768000000000001	0.897714420507951
0.769000000000001	0.926630810811661
0.770000000000001	0.938734162009048
0.771000000000001	0.926690573306801
0.772000000000001	0.872633477792158
0.773000000000001	0.880576333363047
0.774000000000001	0.913623955486116
0.775000000000001	0.934453008683302
0.776000000000001	0.93755854021181
0.777000000000001	0.910775485102424
0.778000000000001	0.864641357925592
0.779000000000001	0.89261234546485
0.780000000000001	0.92299757687956
0.781000000000001	0.939207939355202
0.782000000000001	0.931415168168401
0.783000000000001	0.885008264680462
0.784000000000001	0.872293724722032
0.785000000000001	0.906240009308623
0.786000000000001	0.930144115952561
0.787000000000001	0.939073875387717
0.788000000000001	0.918901409461765
0.789000000000001	0.862481168643563
0.790000000000001	0.885890432926361
0.791000000000001	0.917613471365316
0.792000000000001	0.937399335723501
0.793000000000001	0.934954527985595
0.794000000000001	0.901073067074727
0.795000000000001	0.86490947944621
0.796000000000001	0.900098619971898
0.797000000000001	0.928457982536049
0.798000000000001	0.940392758295724
0.799000000000001	0.924173699949795
0.800000000000001	0.871494553544729
0.801000000000001	0.879250837716736
0.802000000000001	0.913817077438167
0.803000000000001	0.934645466340494
0.804000000000001	0.937623133317875
0.805000000000001	0.903885876670074
0.806000000000001	0.860464865773657
0.807000000000001	0.897980594237241
0.808000000000001	0.925337268760451
0.809000000000001	0.939575647147469
0.810000000000001	0.927433033540345
0.811000000000001	0.882413912875994
0.812000000000001	0.876299504600167
0.813000000000001	0.909720662438338
0.814000000000001	0.934106513448056
0.815000000000001	0.938181347895899
0.816000000000001	0.911103723189095
0.817000000000001	0.859772819581185
0.818000000000001	0.889580372080322
0.819000000000001	0.920334214445689
0.820000000000001	0.93735439347299
0.821000000000001	0.933332402458157
0.822000000000001	0.889280231559008
0.823000000000001	0.865183332027372
0.824000000000001	0.903157092421148
0.825000000000001	0.929797887813146
0.826000000000001	0.939134652859814
0.827000000000001	0.921641565559094
0.828000000000001	0.874652881932903
0.829000000000001	0.880054728923663
0.830000000000001	0.916411390173409
0.831000000000001	0.936258262173268
0.832000000000001	0.936778571080153
0.833000000000001	0.903378430802762
0.834000000000001	0.860810152502296
0.835000000000001	0.897993516161955
0.836000000000001	0.925022342829327
0.837000000000001	0.938884446056744
0.838000000000001	0.926349820339383
0.839000000000001	0.880225449570796
0.840000000000001	0.879037777375211
0.841000000000001	0.911757117037012
0.842000000000001	0.934506799207058
0.843000000000001	0.937417495226144
0.844000000000001	0.908708371677835
0.845000000000001	0.863033522251159
0.846000000000001	0.894259870714565
0.847000000000001	0.924995833230081
0.848000000000001	0.939788678109942
0.849000000000001	0.929085653727386
0.850000000000001	0.88069849883524
0.851000000000001	0.869485905432838
0.852000000000001	0.909986317260936
0.853000000000001	0.931933346797813
0.854000000000001	0.939606785488103
0.855000000000001	0.913606696092033
0.856000000000001	0.861357038068487
0.857000000000001	0.887961640593967
0.858000000000001	0.919236769153422
0.859000000000001	0.937409041942919
0.860000000000001	0.93297892403563
0.861000000000001	0.898140407086325
0.862000000000001	0.864547151802804
0.863000000000001	0.901579327385672
0.864000000000001	0.929076522892425
0.865000000000001	0.940262488163774
0.866000000000001	0.923819551444895
0.867000000000001	0.872514213316563
0.868000000000001	0.879502244402594
0.869000000000001	0.91379858763971
0.870000000000001	0.934051486481702
0.871000000000001	0.936469587045334
0.872000000000001	0.905125051342503
0.873000000000001	0.866007960071155
0.874000000000001	0.892648146395551
0.875000000000001	0.923908811488007
0.876000000000001	0.938451286171651
0.877000000000001	0.928334864329403
0.878000000000001	0.886031311215581
0.879000000000001	0.875813105191476
0.880000000000001	0.911174843582389
0.881000000000001	0.933545399255238
0.882000000000001	0.938889268991685
0.883000000000001	0.911515853627799
0.884000000000001	0.860477349281438
0.885000000000001	0.888966913788053
0.886000000000001	0.922721184180951
0.887000000000001	0.938210168519094
0.888000000000001	0.931353883940615
0.889000000000001	0.885109359698991
0.890000000000001	0.875187297651169
0.891000000000001	0.906288422957122
0.892000000000001	0.931189503852132
0.893000000000001	0.93837713891179
0.894000000000001	0.91728295569747
0.895000000000001	0.864794753611324
0.896000000000001	0.88519026772814
0.897000000000001	0.919329618273262
0.898000000000001	0.937546526087061
0.899000000000001	0.935108958626478
0.900000000000001	0.899983118594355
0.901000000000001	0.865550942984113
0.902000000000001	0.898631247941219
0.903000000000001	0.927239228616776
0.904000000000001	0.939890408211292
0.905000000000001	0.925153259121669
0.906000000000001	0.875863479898737
0.907000000000001	0.880051563855168
0.908000000000001	0.91243256266173
0.909000000000001	0.935103888637027
0.910000000000001	0.936394092399678
0.911000000000001	0.908627119862694
0.912000000000001	0.860729700172698
0.913000000000001	0.89455122974753
0.914000000000001	0.924620103542844
0.915000000000001	0.939302269290474
0.916000000000001	0.930183257321317
0.917000000000001	0.887649616747105
0.918000000000001	0.876101285342667
0.919000000000001	0.907989391486617
0.920000000000001	0.932082811508247
0.921000000000001	0.938784432505733
0.922000000000001	0.912927780169429
0.923000000000001	0.867575142437308
0.924000000000001	0.89046908879403
0.925000000000001	0.921253674041576
0.926000000000001	0.938199499457609
0.927000000000001	0.93212323244961
0.928000000000001	0.893873611870306
0.929000000000001	0.86853123524858
0.930000000000001	0.904649638942237
0.931000000000001	0.931998507389021
0.932000000000001	0.940071511752329
0.933000000000001	0.919779199765413
0.934000000000001	0.866162235883829
0.935000000000001	0.885219281114348
0.936000000000001	0.918259406720914
0.937000000000001	0.936271283706732
0.938000000000001	0.934854128664532
0.939000000000001	0.897021476129938
0.940000000000001	0.871937949927232
0.941000000000001	0.898343705961508
0.942000000000001	0.927231434172564
0.943000000000001	0.93906128848727
0.944000000000001	0.926034953827197
0.945000000000001	0.880941693785446
0.946000000000001	0.879995287374837
0.947000000000001	0.913282530549731
0.948000000000001	0.935053421050657
0.949000000000001	0.938589485271168
0.950000000000001	0.910117351539683
0.951000000000001	0.863551364816615
0.952000000000001	0.893949219658635
0.953000000000001	0.923980082155608
0.954000000000001	0.938603017225558
0.955000000000001	0.929663113495225
0.956000000000001	0.884694551310822
0.957000000000001	0.876800905740492
0.958000000000001	0.907525017014996
0.959000000000001	0.932443919167995
0.960000000000001	0.938651668938837
0.961000000000001	0.916851800359382
0.962000000000001	0.861474581397653
0.963000000000001	0.888890917272819
0.964000000000001	0.92038866526733
0.965000000000001	0.938605995581718
0.966000000000001	0.934473328042078
0.967000000000001	0.896703579014486
0.968000000000001	0.869882738458916
0.969000000000001	0.905161625000245
0.970000000000001	0.930116046766066
0.971000000000001	0.939527367753456
0.972000000000001	0.921191850689101
0.973000000000001	0.869590267886878
0.974000000000001	0.884637153481721
0.975000000000001	0.916062573670483
0.976000000000001	0.936564144426111
0.977000000000001	0.935453487730028
0.978000000000001	0.902190932208782
0.979000000000001	0.862449190494348
0.980000000000001	0.899661771038716
0.981000000000001	0.927065629228002
0.982000000000001	0.940002962238417
0.983000000000001	0.927714443092475
0.984000000000001	0.882438461129091
0.985000000000001	0.881659268970396
0.986000000000001	0.912294460637392
0.987000000000001	0.935176531180473
0.988000000000001	0.937507265428256
0.989000000000001	0.908080629825819
0.990000000000001	0.865423373200519
0.991000000000001	0.892948941307805
0.992000000000001	0.923523578842685
0.993000000000001	0.938346763892616
0.994000000000001	0.931138831762891
0.995000000000001	0.886183058249613
0.996000000000001	0.869651107938166
0.997000000000001	0.90834270687219
0.998000000000001	0.931572777135913
0.999000000000001	0.939692553475087
1	0.917356682716662
1.001	0.873587267005914
1.002	0.889762717897173
1.003	0.920010930089977
1.004	0.938074642890715
1.005	0.934568585315679
1.006	0.894166365873708
1.007	0.871115095848982
1.008	0.901083091701054
1.009	0.928468432383216
1.01	0.939528450614291
1.011	0.924106247826039
1.012	0.867760864511022
1.013	0.884625103833284
1.014	0.918061506353084
1.015	0.936745425278182
1.016	0.93667071059321
1.017	0.903074958943472
1.018	0.864216582883882
1.019	0.899724612318821
1.02	0.926579225118508
1.021	0.939201400912266
1.022	0.926598333599364
1.023	0.877225728245696
1.024	0.876922587569239
1.025	0.911096685134517
1.026	0.933081305029387
1.027	0.938204535220309
1.028	0.912681171034978
1.029	0.861334463200379
1.03	0.89389872701011
1.031	0.92223452286952
1.032	0.939826431757269
1.033	0.931857819389618
1.034	0.890143568720044
1.035	0.873206024137069
1.036	0.905718414512082
1.037	0.932381865172425
1.038	0.939368442242135
1.039	0.917944425931685
1.04	0.866484078474582
1.041	0.884656532774175
