"Time [s]"	"-Moving1.LoadTorque [NewtonMeter]"	"Moving1.Torque [NewtonMeter]"
0.0970000000000001	13.81216501375	497.739462200294
0.0980000000000001	14.24376443	-155.801533127726
0.0990000000000001	14.68426249125	468.602781329954
0.1	15.13375	12.9984923898514
0.101	15.59231775875	262.513139222375
0.102	16.06005657	285.268860283939
0.103	16.53705723625	-112.733954712201
0.104	17.02341056	554.41537430605
0.105	17.51920734375	40.3082199383095
0.106	18.02453839	30.9958118820745
0.107	18.53949450125	603.942560878593
0.108	19.06416648	66.9328684043246
0.109	19.59864512875	-144.693997031929
0.11	20.14302125	524.163179232864
0.111	20.69738564625	500.39223831111
0.112	21.26182912	17.9333052618627
0.113	21.83644247375	-274.05874292578
0.114	22.42131651	113.635313860786
0.115	23.01654203125	622.066434246079
0.116	23.62220984	555.640667338979
0.117	24.2384107387501	438.783955218547
0.118	24.86523553	360.803170948943
0.119	25.5027750162501	372.053142188758
0.12	26.1511200000001	470.921435983465
0.121	26.8103612837501	540.826634987601
0.122	27.4805896700001	246.596823724841
0.123	28.1618959612501	-205.53913422234
0.124	28.8543709600001	-181.437179032958
0.125	29.5581054687501	59.7756102002316
0.126	30.2731902900001	330.82039082972
0.127	30.9997162262501	501.060400838106
0.128	31.7377740800001	59.1280627188246
0.129	32.4874546537501	-233.657189620529
0.13	33.2488487500001	31.9097899201156
0.131	34.0220471712501	360.574091505973
0.132	34.8071407200001	361.07149983844
0.133	35.6042201987501	-271.791120893351
0.134	36.4133764100001	-69.1322202882769
0.135	37.2347001562501	249.741808969612
0.136	38.0682822400001	281.285998584622
0.137	38.9142134637501	-244.996744640891
0.138	39.7725846300001	-65.0075696018337
0.139	40.6434865412501	191.192850800255
0.14	41.5270100000001	166.627038385319
0.141	42.4232458087501	-211.64625132906
0.142	43.3322847700001	-62.2146886325329
0.143	44.2542176862501	142.749367445715
0.144	45.1891353600001	128.419253210278
0.145	46.1371285937501	-179.879260337047
0.146	47.0982881900001	-111.872989354552
0.147	48.0727049512501	74.9224804760344
0.148	49.0604696800001	171.084866999576
0.149	50.0616731787501	-37.2089150150165
0.15	51.0764062500001	-191.674020414924
0.151	52.1047596962501	-83.1582579457015
0.152	53.1468243200001	50.531707458475
0.153	54.2026909237501	132.92064618901
0.154	55.2724503100001	60.6283909859317
0.155	56.3561932812501	-98.5415486034237
0.156	57.4540106400001	-130.996901487433
0.157	58.5659931887501	-55.1280874533237
0.158	59.6922317300001	35.1885624338487
0.159	60.8328170662501	105.800662512682
0.16	61.9878400000001	114.42512014328
0.161	63.1573913337501	50.8870464965619
0.162	64.3415618700001	-8.98269192919717
0.163	65.5404424112501	-19.9589497744884
0.164	66.7541237600001	21.0598510389068
0.165	67.9826967187501	85.2631544082526
0.166	69.2262520900001	160.395230354114
0.167	70.4848806762501	200.889055205975
0.168	71.7586732800001	169.855113147162
0.169	73.0477207037501	81.5027942218012
0.17	74.3521137500001	26.9426825687543
0.171	75.6719432212501	60.7975879129959
0.172	77.0072999200002	137.001740900221
0.173	78.3582746487502	207.834688386196
0.174	79.7249582100002	227.308635694975
0.175	81.1074414062502	138.676784315772
0.176	82.5058150400002	34.2694848329946
0.177	83.9201699137502	70.2395451152206
0.178	85.3505968300002	152.921220699083
0.179	86.7971865912502	209.246721365444
0.18	88.2600300000002	157.646090585066
0.181	89.7392178587502	54.6678807094412
0.182	91.2348409700002	60.0222384492984
0.183	92.7469901362502	131.705018478707
0.184	94.2757561600002	171.941503683747
0.185	95.8212298437502	111.683284070011
0.186	97.3835019900002	30.5015604361857
0.187	98.9626634012502	59.3843178544601
0.188	100.55880488	116.422762418478
0.189	102.17201722875	141.013521303813
0.19	103.80239125	73.6220550619601
0.191	105.45001774625	23.7784149703312
0.192	107.11498752	50.1548679540684
0.193	108.79739137375	97.2492729232232
0.194	110.49732011	113.879808605149
0.195	112.21486453125	74.8465132826864
0.196	113.95011544	29.1258570450919
0.197	115.70316363875	37.3435989053207
0.198	117.47409993	75.4576267029475
0.199	119.26301511625	114.731023726426
0.2	121.07	121.359324106055
0.201	121.07	82.7937200444073
0.202	121.07	46.9236455534786
0.203	121.07	55.3887939410132
0.204	121.07	97.2111200439462
0.205	121.07	148.21733568258
0.206	121.07	179.48119477943
0.207	121.07	162.037471203818
0.208	121.07	112.025632667549
0.209	121.07	70.8367855245748
0.21	121.07	95.6307356776755
0.211	121.07	147.139356890462
0.212	121.07	202.011733213079
0.213	121.07	226.040885614802
0.214	121.07	178.081389042121
0.215	121.07	107.893971606553
0.216	121.07	95.612134678556
0.217	121.07	151.968067936554
0.218	121.07	212.991036726403
0.219	121.07	226.895710051663
0.22	121.07	152.240124294936
0.221	121.07	87.9718199890103
0.222	121.07	113.485292222511
0.223	121.07	176.309256920327
0.224	121.07	200.853754287328
0.225	121.07	136.164807276138
0.226	121.07	72.374499016702
0.227	121.07	99.5308500559532
0.228	121.07	152.206489453638
0.229	121.07	166.80955579026
0.23	121.07	104.976378584145
0.231	121.07	53.9377192272544
0.232	121.07	83.4469549624837
0.233	121.07	126.398701403148
0.234	121.07	136.92488243497
0.235	121.07	88.522811794776
0.236	121.07	48.3159956345643
0.237	121.07	68.5057566202229
0.238	121.07	107.314602485047
0.239	121.07	131.728791548121
0.24	121.07	111.444302323944
0.241	121.07	68.4654247732826
0.242	121.07	55.5527291955252
0.243	121.07	89.4875586140068
0.244	121.07	129.097478961103
0.245	121.07	154.599823490982
0.246	121.07	131.265043250149
0.247	121.07	83.7060070259937
0.248	121.07	66.1111558216764
0.249	121.07	101.714564221521
0.25	121.07	148.94825636558
0.251	121.07	189.427667149221
0.252	121.07	172.019913396512
0.253	121.07	111.544495452388
0.254	121.07	75.86515519888
0.255	121.07	106.772637744666
0.256	121.07	162.046720562527
0.257	121.07	196.602569413166
0.258	121.07	180.298291236415
0.259	121.07	114.574741664948
0.26	121.07	86.5039126227832
0.261	121.07	123.055183351867
0.262	121.07	178.748029347553
0.263	121.07	198.005569510129
0.264	121.07	143.106230893298
0.265	121.07	84.3026143846809
0.266	121.07	97.6199967403923
0.267	121.07	151.778539874943
0.268	121.07	182.949517461644
0.269	121.07	143.685121459927
0.27	121.07	80.8116261963076
0.271	121.07	77.9488399998992
0.272	121.07	124.926050422581
0.273	121.07	157.51128079473
0.274	121.07	134.812840465108
0.275	121.07	76.4887578122337
0.276	121.07	61.6110259743235
0.277	121.07	104.05796441281
0.278	121.07	138.607843370611
0.279	121.07	141.46234532676
0.28	121.07	91.7678590446522
0.281	121.07	58.5449097819847
0.282	121.07	82.7369403434932
0.283	121.07	123.436918148788
0.284	121.07	150.840994153556
0.285	121.07	131.044747236359
0.286	121.07	83.0580420643973
0.287	121.07	66.1673484954147
0.288	121.07	97.9871515760187
0.289	121.07	142.767019097047
0.29	121.07	169.997926550554
0.291	121.07	142.994093278095
0.292	121.07	89.964458576608
0.293	121.07	74.0027803177936
0.294	121.07	111.993351720452
0.295	121.07	158.185860521566
0.296	121.07	186.050635503236
0.297	121.07	153.325549397197
0.298	121.07	98.6755076646632
0.299	121.07	80.7596756436564
0.3	121.07	128.155602960613
0.301	121.07	179.026384741935
0.302	121.07	188.774094339259
0.303	121.07	137.789035807693
0.304	121.07	84.8891307426748
0.305	121.07	94.1297874657932
0.306	121.07	147.215896812356
0.307	121.07	178.979542081982
0.308	121.07	152.502076898586
0.309	121.07	91.5741064930438
0.31	121.07	79.9946779962409
0.311	121.07	121.323048671238
0.312	121.07	163.076959168873
0.313	121.07	159.503030150827
0.314	121.07	101.880069409989
0.315	121.07	64.9870972682943
0.316	121.07	97.2024770633493
0.317	121.07	141.95028241366
0.318	121.07	158.722487320598
0.319	121.07	115.803300936365
0.32	121.07	67.2812824326927
0.321	121.07	75.6333517111768
0.322	121.07	121.219987377544
0.323	121.07	152.8184329237
0.324	121.07	142.181276144452
0.325	121.07	89.1851467254536
0.326	121.07	62.8703519067849
0.327	121.07	95.7448378889201
0.328	121.07	138.19984454754
0.329	121.07	162.773628731976
0.33	121.07	135.42461521491
0.331	121.07	88.843949872385
0.332	121.07	70.8896682058902
0.333	121.07	111.492509711742
0.334	121.07	158.138622753478
0.335	121.07	175.922990647045
0.336	121.07	135.775168423219
0.337	121.07	86.8557250584153
0.338	121.07	80.6313154580794
0.339	121.07	128.200047612363
0.34	121.07	172.199409890171
0.341	121.07	175.065402987935
0.342	121.07	121.784354685653
0.343	121.07	76.9359775633315
0.344	121.07	97.8374211345745
0.345	121.07	146.268158095732
0.346	121.07	180.919923855053
0.347	121.07	154.466717222551
0.348	121.07	95.383179383025
0.349	121.07	72.6726225986963
0.35	121.07	117.34836966366
0.351	121.07	165.439323685891
0.352	121.07	170.253914955842
0.353	121.07	116.860894359233
0.354	121.07	74.6196237107422
0.355	121.07	90.5929782473345
0.356	121.07	141.597413993126
0.357	121.07	165.762370446816
0.358	121.07	136.797568586675
0.359	121.07	79.1269055478075
0.36	121.07	73.8220794502127
0.361	121.07	114.208354321198
0.362	121.07	155.259166725924
0.363	121.07	155.533336378131
0.364	121.07	104.798452330301
0.365	121.07	65.6325733330417
0.366	121.07	89.1210023115542
0.367	121.07	135.977302871877
0.368	121.07	165.381799168428
0.369	121.07	141.518676663574
0.37	121.07	90.9628826745339
0.371	121.07	70.5895885861095
0.372	121.07	105.909975361819
0.373	121.07	152.685027444174
0.374	121.07	169.193555769767
0.375	121.07	127.163166764574
0.376	121.07	77.9319601898125
0.377	121.07	84.911411479858
0.378	121.07	125.285442488744
0.379	121.07	168.064771506022
0.38	121.07	166.123984022791
0.381	121.07	113.197678162698
0.382	121.07	69.3876039587765
0.383	121.07	97.4417286035128
0.384	121.07	148.421187437073
0.385	121.07	177.333171941179
0.386	121.07	151.155701848158
0.387	121.07	92.2459455949098
0.388	121.07	73.3818617391352
0.389	121.07	116.477984016294
0.39	121.07	162.255304723256
0.391	121.07	172.632202353878
0.392	121.07	119.30840665675
0.393	121.07	73.2078849828624
0.394	121.07	92.2271801911212
0.395	121.07	136.104262581362
0.396	121.07	171.295714239585
0.397	121.07	147.883393503154
0.398	121.07	91.8580636675949
0.399	121.07	69.04978476384
0.4	121.07	110.432582237515
0.401	121.07	156.390165762598
0.402	121.07	166.670231232936
0.403	121.07	119.25785255417
0.404	121.07	75.8556760706996
0.405	121.07	87.589589960671
0.406	121.07	130.761776719263
0.407	121.07	163.789354314321
0.408	121.07	146.879071082195
0.409	121.07	89.7775869672858
0.41	121.07	74.4692472041578
0.411	121.07	105.063790664426
0.412	121.07	151.482517887987
0.413	121.07	166.915296681804
0.414	121.07	126.75057150648
0.415	121.07	75.2653602645818
0.416	121.07	80.7066535979425
0.417	121.07	126.420674263191
0.418	121.07	165.558632988213
0.419	121.07	162.935889273039
0.42	121.07	105.521783912805
0.421	121.07	74.3955284707705
0.422	121.07	97.6032907312295
0.423	121.07	142.942459338676
0.424	121.07	172.29758621148
0.425	121.07	143.221546886746
0.426	121.07	85.7135098271312
0.427	121.07	80.3488402422249
0.428	121.07	115.524226781531
0.429	121.07	161.474680266283
0.43	121.07	168.838704472876
0.431	121.07	119.556093645575
0.432	121.07	69.3675131224237
0.433	121.07	90.687405289699
0.434	121.07	138.105230239726
0.435	121.07	171.805808710823
0.436	121.07	152.531567043396
0.437	121.07	93.0998964603649
0.438	121.07	70.9402053823104
0.439	121.07	111.852763213616
0.44	121.07	154.991657870461
0.441	121.07	168.749760022329
0.442	121.07	123.160398240855
0.443	121.07	73.647409678489
0.444	121.07	86.9484887243981
0.445	121.07	128.974335188047
0.446	121.07	166.765801919089
0.447	121.07	153.442499566043
0.448	121.07	98.7124207807046
0.449	121.07	67.4419763369752
0.45	121.07	104.301569984172
0.451	121.07	148.589666547603
0.452	121.07	172.268649706676
0.453	121.07	133.024374932862
0.454	121.07	83.3355338712677
0.455	121.07	83.167005618236
0.456	121.07	124.244841427057
0.457	121.07	166.115882938937
0.458	121.07	159.467866883149
0.459	121.07	102.969496028764
0.46	121.07	68.8124554178682
0.461	121.07	97.9731364744469
0.462	121.07	144.065528161537
0.463	121.07	168.969566705373
0.464	121.07	139.126378434856
0.465	121.07	83.7028083401337
0.466	121.07	72.4400215746217
0.467	121.07	117.565292000648
0.468	121.07	157.679100736826
0.469	121.07	166.957460439695
0.47	121.07	118.960722578749
0.471	121.07	77.4772430430298
0.472	121.07	92.8345658698562
0.473	121.07	136.686448231827
0.474	121.07	172.182684836251
0.475	121.07	151.051530270699
0.476	121.07	91.5291887829914
0.477	121.07	71.5925910653616
0.478	121.07	107.282537248462
0.479	121.07	153.904687087258
0.48	121.07	168.51737350698
0.481	121.07	126.648144744349
0.482	121.07	73.0684174568702
0.483	121.07	85.7689199960399
0.484	121.07	131.000318233211
0.485	121.07	166.246269609195
0.486	121.07	158.443814328557
0.487	121.07	104.600228272794
0.488	121.07	74.6321624656572
0.489	121.07	102.472498703478
0.49	121.07	149.638251312232
0.491	121.07	171.863054812138
0.492	121.07	131.860085332312
0.493	121.07	78.2054092468216
0.494	121.07	79.9072332104359
0.495	121.07	122.653453198437
0.496	121.07	162.419131102442
0.497	121.07	160.770573103194
0.498	121.07	108.095838565161
0.499	121.07	67.5519739399848
0.5	121.07	98.0378693659612
0.501	121.07	143.111180276601
0.502	121.07	171.467055338699
0.503	121.07	141.392659968048
0.504	121.07	85.5014448616836
0.505	121.07	71.8177942387281
0.506	121.07	116.429514353996
0.507	121.07	160.620963720951
0.508	121.07	166.599123260745
0.509	121.07	116.959226645383
0.51	121.07	71.5666198019412
0.511	121.07	87.0785853347147
0.512	121.07	135.423882383328
0.513	121.07	167.510330033074
0.514	121.07	151.792910970464
0.515	121.07	94.3429953857017
0.516	121.07	69.6174263229102
0.517	121.07	111.362343377424
0.518	121.07	155.528306330482
0.519	121.07	171.664260929686
0.52	121.07	130.753027377738
0.521	121.07	79.765930970664
0.522	121.07	84.4305446894022
0.523	121.07	127.257719777691
0.524	121.07	168.832268866836
0.525	121.07	158.8100820022
0.526	121.07	105.557113727674
0.527	121.07	68.885662719605
0.528	121.07	97.9214720166371
0.529	121.07	146.033355030513
0.53	121.07	169.316120190024
0.531	121.07	137.094065201243
0.532	121.07	79.9709299909757
0.533	121.07	77.6468787722278
0.534	121.07	121.88132341273
0.535	121.07	164.340602131905
0.536	121.07	164.82056823029
0.537	121.07	112.450964448075
0.538	121.07	72.0018766828774
0.539	121.07	93.8622915239458
0.54	121.07	141.658577390535
0.541	121.07	171.476357883833
0.542	121.07	144.197458719086
0.543	121.07	86.1328574803473
0.544	121.07	71.3195417256994
0.545	121.07	113.982693324976
0.546	121.07	156.539174915397
0.547	121.07	165.333789122256
0.548	121.07	119.013691878226
0.549	121.07	69.4106249723182
0.55	121.07	89.6969345366731
0.551	121.07	134.590536044992
0.552	121.07	169.165304271174
0.553	121.07	153.270648241881
0.554	121.07	99.0569422435228
0.555	121.07	70.7029677219548
0.556	121.07	105.919563189562
0.557	121.07	153.725614779226
0.558	121.07	172.562880622338
0.559	121.07	130.178364553031
0.56	121.07	77.5062389670065
0.561	121.07	79.6965702697985
0.562	121.07	128.139147308873
0.563	121.07	165.717743381546
0.564	121.07	160.015842791159
0.565	121.07	103.919613755752
0.566	121.07	67.1226970049391
0.567	121.07	101.781370377168
0.568	121.07	146.024127721492
0.569	121.07	171.282915631469
0.57	121.07	138.67616565889
0.571	121.07	88.176470712979
0.572	121.07	73.587767626342
0.573	121.07	116.994944888619
0.574	121.07	163.139034815517
0.575	121.07	166.92204243739
0.576	121.07	113.677123730852
0.577	121.07	69.3318735598227
0.578	121.07	93.3859975984734
0.579	121.07	139.37557682441
0.58	121.07	170.477338055657
0.581	121.07	147.051230418732
0.582	121.07	88.0548099655649
0.583	121.07	70.7556521321981
0.584	121.07	111.028593008021
0.585	121.07	156.868174554359
0.586	121.07	168.226736301239
0.587	121.07	122.269462429338
0.588	121.07	79.5298652772875
0.589	121.07	85.9299158514613
0.59	121.07	131.219639376419
0.591	121.07	170.47179542801
0.592	121.07	155.835962228737
0.593	121.07	99.3018119704566
0.594	121.07	67.9163368157617
0.595	121.07	104.035517362565
0.596	121.07	151.000397414593
0.597	121.07	170.929643381071
0.598	121.07	132.579726286069
0.599	121.07	77.3626561640047
0.6	121.07	82.1137116225911
0.601	121.07	124.031124024934
0.602	121.07	165.053819478153
0.603	121.07	161.204270718199
0.604	121.07	105.580728198371
0.605	121.07	68.6595239521032
0.606	121.07	97.1717667208148
0.607	121.07	145.863300349891
0.608	121.07	172.904730789317
0.609	121.07	141.623647289493
0.61	121.07	88.7035671426605
0.611	121.07	72.4963407385523
0.612	121.07	117.550071170375
0.613	121.07	159.295935258874
0.614	121.07	165.285579759612
0.615	121.07	116.109067890094
0.616	121.07	70.9983893043344
0.617	121.07	89.6469555344671
0.618	121.07	135.000953073387
0.619	121.07	171.772903222914
0.62	121.07	147.707896591924
0.621	121.07	92.9503842922363
0.622	121.07	69.8524439706063
0.623	121.07	111.722984972069
0.624	121.07	156.891534640006
0.625	121.07	172.010005504205
0.626	121.07	126.505109890739
0.627	121.07	79.2163471126955
0.628	121.07	84.539434132975
0.629	121.07	129.619046558999
0.63	121.07	164.954040669094
0.631	121.07	154.63658418071
0.632	121.07	97.2487450499209
0.633	121.07	71.5474522501172
0.634	121.07	101.872273264961
0.635	121.07	147.337865252551
0.636	121.07	172.27891324688
0.637	121.07	133.920024597303
0.638	121.07	84.6980732574555
0.639	121.07	80.4939808403281
0.64	121.07	124.620079955391
0.641	121.07	166.466535553838
0.642	121.07	164.13829693877
0.643	121.07	108.542454416673
0.644	121.07	68.1401200612954
0.645	121.07	92.5158644747603
0.646	121.07	143.755433088628
0.647	121.07	167.596031043885
0.648	121.07	139.926315637975
0.649	121.07	82.7593238139884
0.65	121.07	77.8402327361606
0.651	121.07	114.786592873513
0.652	121.07	158.407257244418
0.653	121.07	166.154973643605
0.654	121.07	118.422683300134
0.655	121.07	72.0925259558064
0.656	121.07	89.0711607878347
0.657	121.07	138.069962968328
0.658	121.07	171.856871586928
0.659	121.07	153.284107176361
0.66	121.07	95.6316629611771
0.661	121.07	70.2806054445077
0.662	121.07	105.465693516989
0.663	121.07	152.670978816044
0.664	121.07	170.336014609385
0.665	121.07	127.477737117369
0.666	121.07	76.4861574849228
0.667	121.07	85.7109723502043
0.668	121.07	128.075365437747
0.669	121.07	167.597650600699
0.67	121.07	158.208683429482
0.671	121.07	104.23326967253
0.672	121.07	67.6962212241001
0.673	121.07	100.295513336199
0.674	121.07	150.374503759162
0.675	121.07	173.616998467364
0.676	121.07	138.611759861915
0.677	121.07	85.9505852373286
0.678	121.07	75.8899311079488
0.679	121.07	120.258923498516
0.68	121.07	160.292704650551
0.681	121.07	163.227131403878
0.682	121.07	107.134266722754
0.683	121.07	70.6586214806436
0.684	121.07	96.3074833764368
0.685	121.07	141.862024022773
0.686	121.07	172.181347189795
0.687	121.07	142.349165114558
0.688000000000001	121.07	87.5303006291933
0.689000000000001	121.07	71.8389867060183
0.690000000000001	121.07	112.97021955933
0.691000000000001	121.07	160.068916374225
0.692000000000001	121.07	166.525502786883
0.693000000000001	121.07	118.847183894804
0.694000000000001	121.07	76.2658755278455
0.695000000000001	121.07	88.8577545255568
0.696000000000001	121.07	133.777349524092
0.697000000000001	121.07	166.807090173977
0.698000000000001	121.07	148.861079671055
0.699000000000001	121.07	92.0458433002404
0.700000000000001	121.07	72.9954232790167
0.701000000000001	121.07	106.14792940038
0.702000000000001	121.07	154.42288623586
0.703000000000001	121.07	170.976686273593
0.704000000000001	121.07	129.708360195517
0.705000000000001	121.07	76.5911621487083
0.706000000000001	121.07	80.625751660818
0.707000000000001	121.07	127.767505119728
0.708000000000001	121.07	166.725650177547
0.709000000000001	121.07	161.625062852502
0.710000000000001	121.07	105.511873466554
0.711000000000001	121.07	74.9365344217524
0.712000000000001	121.07	99.3904220260847
0.713000000000001	121.07	146.275866089369
0.714000000000001	121.07	171.223542803538
0.715000000000001	121.07	137.586918574781
0.716000000000001	121.07	86.5443641406369
0.717000000000001	121.07	81.3728024408157
0.718000000000001	121.07	117.76091076278
0.719000000000001	121.07	162.564337350122
0.720000000000001	121.07	164.810835476208
0.721000000000001	121.07	112.287252482154
0.722000000000001	121.07	67.2572729455894
0.723000000000001	121.07	93.7436630371872
0.724000000000001	121.07	141.152527155007
0.725000000000001	121.07	169.983487836585
0.726000000000001	121.07	145.33438696057
0.727000000000001	121.07	87.0120338655609
0.728000000000001	121.07	72.0204944258438
0.729000000000001	121.07	114.205021355294
0.730000000000001	121.07	157.071853644522
0.731000000000001	121.07	164.281664410844
0.732000000000001	121.07	115.961538142401
0.733000000000001	121.07	71.8801055858214
0.734000000000001	121.07	88.5507576549276
0.735000000000001	121.07	130.593453214735
0.736000000000001	121.07	167.730819083662
0.737000000000001	121.07	151.617265381777
0.738000000000001	121.07	97.4757745586747
0.739000000000001	121.07	68.5885853141871
0.740000000000001	121.07	106.018514272493
0.741000000000001	121.07	150.942611642508
0.742000000000001	121.07	174.15444894962
0.743000000000001	121.07	135.094223910865
0.744000000000001	121.07	84.6047885965632
0.745000000000001	121.07	82.8622813514949
0.746000000000001	121.07	124.286823364414
0.747000000000001	121.07	169.156765522408
0.748000000000001	121.07	163.358168706136
0.749000000000001	121.07	108.189797878999
0.750000000000001	121.07	70.8081221484919
0.751000000000001	121.07	96.8921748836
0.752000000000001	121.07	144.033586713287
0.753000000000001	121.07	170.576623089862
0.754000000000001	121.07	140.762261926289
0.755000000000001	121.07	83.3841976427741
0.756000000000001	121.07	73.2969159256771
0.757000000000001	121.07	118.448533413103
0.758000000000001	121.07	158.997603883409
0.759000000000001	121.07	165.868042026791
0.760000000000001	121.07	115.067354952828
0.761000000000001	121.07	75.5859008950646
0.762000000000001	121.07	93.0519871754938
0.763000000000001	121.07	137.008125983773
0.764000000000001	121.07	171.274677602746
0.765000000000001	121.07	145.62450775021
0.766000000000001	121.07	87.2103619293476
0.767000000000001	121.07	76.1214967103896
0.768000000000001	121.07	108.699789990132
0.769000000000001	121.07	154.110512041475
0.770000000000001	121.07	165.18210408721
0.771000000000001	121.07	121.672556614564
0.772000000000001	121.07	70.4354184628493
0.773000000000001	121.07	87.9302216331708
0.774000000000001	121.07	133.689348236191
0.775000000000001	121.07	167.202801197973
0.776000000000001	121.07	154.653856070177
0.777000000000001	121.07	101.539071984651
0.778000000000001	121.07	69.758154168829
0.779000000000001	121.07	102.938401762426
0.780000000000001	121.07	148.50624418304
0.781000000000001	121.07	172.348711977789
0.782000000000001	121.07	132.146691509098
0.783000000000001	121.07	79.14606173291
0.784000000000001	121.07	80.6621599252126
0.785000000000001	121.07	122.843462865333
0.786000000000001	121.07	162.626154878995
0.787000000000001	121.07	164.012875063209
0.788000000000001	121.07	111.52354411643
0.789000000000001	121.07	67.6725336384924
0.790000000000001	121.07	96.3412020020111
0.791000000000001	121.07	142.43961987718
0.792000000000001	121.07	173.837467106658
0.793000000000001	121.07	147.661063988495
0.794000000000001	121.07	93.0719366754808
0.795000000000001	121.07	72.5623515614887
0.796000000000001	121.07	114.007476110555
0.797000000000001	121.07	159.397793204208
0.798000000000001	121.07	171.052261119113
0.799000000000001	121.07	120.196460690663
0.800000000000001	121.07	71.7983030417313
0.801000000000001	121.07	87.906279433053
0.802000000000001	121.07	134.243908734645
0.803000000000001	121.07	167.627329321412
0.804000000000001	121.07	150.453289565149
0.805000000000001	121.07	92.5085678620685
0.806000000000001	121.07	68.7941260754778
0.807000000000001	121.07	110.571062450238
0.808000000000001	121.07	153.149832866011
0.809000000000001	121.07	170.505584809253
0.810000000000001	121.07	126.393682554688
0.811000000000001	121.07	76.9747774075445
0.812000000000001	121.07	83.4912064016444
0.813000000000001	121.07	126.132453647843
0.814000000000001	121.07	167.059819212135
0.815000000000001	121.07	155.723909817802
