"Time [s]"	"RingSolidLoss(EndConnection) [kW]"
0	0
0.001	0.238225466128526
0.002	1.24166303536435
0.003	2.82214184056564
0.004	4.6556775365986
0.005	6.57295484954623
0.006	8.19125277000934
0.007	9.35174338998153
0.008	9.89812892127942
0.009	9.94155397347238
0.01	9.43064467503456
0.011	8.5563861622503
0.012	7.54793530179269
0.013	6.55635523948062
0.014	5.52202283187914
0.015	4.62648895895867
0.016	3.73319476675652
0.017	3.0688119775311
0.018	2.55526930593219
0.019	2.22786602590521
0.02	2.13265448870299
0.021	2.19045296069642
0.022	2.34050892782174
0.023	2.56173169586767
0.024	2.81973547517819
0.025	3.23136283085462
0.026	3.97844548562609
0.027	4.82089094478272
0.028	5.38542463702131
0.029	5.81300587389973
0.03	6.79195394332448
0.031	7.20330441442975
0.032	7.14836954839588
0.033	6.7353466731249
0.034	6.02545664594035
0.035	5.10826331638515
0.036	4.32717808973906
0.037	3.83857045507625
0.038	3.49134273642732
0.039	3.23479709051023
0.04	3.13456706091268
0.041	3.35252511329591
0.042	3.59721765203214
0.043	3.82599619665044
0.044	4.12641936012888
0.045	4.26508869246218
0.046	4.27044356193112
0.047	4.26707624499091
0.048	4.24729203955489
0.049	4.14115002487521
0.05	4.16569382143657
0.051	4.16179078672052
0.052	4.0829434576406
0.053	3.8795184875738
0.054	3.62179963512852
0.055	3.4113229653452
0.056	3.30135365953488
0.057	3.3642345594293
0.058	3.418106442989
0.059	3.74574161187893
0.06	4.21883148010925
0.061	4.50670299378936
0.062	5.32106672207117
0.063	5.57842240875183
0.064	6.12931253279074
0.065	6.39262627701231
0.066	6.26761220896547
0.067	6.14317183807536
0.068	5.87810215079673
0.069	5.31790902478897
0.07	4.76024859861373
0.071	3.96531895326645
0.0720000000000001	3.37785502061887
0.0730000000000001	3.01755753225555
0.0740000000000001	2.78336840303361
0.0750000000000001	2.37098530779545
0.0760000000000001	2.22958028573617
0.0770000000000001	2.37298273396683
0.0780000000000001	2.43478913479941
0.0790000000000001	2.7300205227538
0.0800000000000001	3.21035036283999
0.0810000000000001	3.65834108980539
0.0820000000000001	4.34809301376777
0.0830000000000001	4.95795635540989
0.0840000000000001	5.50060350245495
0.0850000000000001	6.11596101039083
0.0860000000000001	6.36420734164952
0.0870000000000001	6.74103220594692
0.0880000000000001	6.60442503139899
0.0890000000000001	6.65937620569437
0.0900000000000001	6.15100140166049
0.0910000000000001	5.86858942397806
0.0920000000000001	5.27594887207772
0.0930000000000001	4.59133463572526
0.0940000000000001	4.03125333643582
0.0950000000000001	3.30762808585419
0.0960000000000001	2.90090225582847
0.0970000000000001	2.4029070977167
0.0980000000000001	2.22483060354581
0.0990000000000001	1.98808598303174
0.1	2.11600874338273
0.101	2.10145525212757
0.102	2.46135576821307
0.103	2.68950852262741
0.104	3.11708281532632
0.105	3.46273097634612
0.106	3.96006815124424
0.107	4.28314697139005
0.108	4.49823140770708
0.109	4.80910296390458
0.11	4.94205011602583
0.111	4.88854996456045
0.112	4.76050079067191
0.113	4.57004911912718
0.114	4.49024633737779
0.115	4.16227605939686
0.116	3.88159503750687
0.117	3.58754797587038
0.118	3.32211285122175
0.119	3.01140999006536
0.12	2.72652821776921
0.121	2.46703024295941
0.122	2.25389497751114
0.123	2.13380800343778
0.124	2.14531263005883
0.125	2.17081382489339
0.126	2.0925034168799
0.127	1.8918492701144
0.128	1.76817988351887
0.129	1.78264451691612
0.13	1.85979277439417
0.131	1.71564099685565
0.132	1.38191153909136
0.133	1.30804844212704
0.134	1.39722107955285
0.135	1.25199553865326
0.136	0.900753812067054
0.137	0.864784619460581
0.138	0.947143507542076
0.139	0.814864517547634
0.14	0.52965209367164
0.141	0.577728617618436
0.142	0.668519077048489
0.143	0.578170998400457
0.144	0.378241629952598
0.145	0.417310046197059
0.146	0.538338327026445
0.147	0.522664467158538
0.148	0.393043908929273
0.149	0.28459940291724
0.15	0.403203272583005
0.151	0.474897184403057
0.152	0.444983882764322
0.153	0.342411292569879
0.154	0.217850724345149
0.155	0.219887999582271
0.156	0.285882262962847
0.157	0.308863312567575
0.158	0.284507691785097
0.159	0.228803579187063
0.16	0.155855746769394
0.161	0.11069114804102
0.162	0.128222556849683
0.163	0.174441254938705
0.164	0.215970699888018
0.165	0.237030637030324
0.166	0.238905413409348
0.167	0.213904821435458
0.168	0.177503367873735
0.169	0.171827579312666
0.17	0.212995423776744
0.171	0.270057893466973
0.172	0.302695268200757
0.173	0.288668471928345
0.174	0.233384809002763
0.175	0.184446427556029
0.176	0.191907842451831
0.177	0.241810187096087
0.178	0.253878622234199
0.179	0.207893613497441
0.18	0.144663238258634
0.181	0.143362141014494
0.182	0.181161489226863
0.183	0.190279803674314
0.184	0.14444068487126
0.185	0.0940482677810704
0.186	0.102819362961525
0.187	0.137254015783741
0.188	0.132683451738658
0.189	0.0902770340441007
0.19	0.0584781850843232
0.191	0.0774206706273011
0.192	0.103104782117615
0.193	0.100228080717616
0.194	0.0692449135607696
0.195	0.0434986316706485
0.196	0.0547484124421694
0.197	0.0812166149648686
0.198	0.0912684343322065
0.199	0.0821663701271118
0.2	0.0611763228388137
0.201	0.0538631180859452
0.202	0.0737777213167263
0.203	0.10669198829519
0.204	0.131373067802357
0.205	0.137985319852366
0.206	0.130404594074314
0.207	0.11870754772236
0.208	0.124425050073329
0.209	0.152552915548382
0.21	0.193585724901669
0.211	0.222251816313142
0.212	0.223978052361923
0.213	0.204484115310375
0.214	0.183290649477197
0.215	0.193914819904007
0.216	0.220887380760405
0.217	0.250385015512547
0.218	0.238474877199854
0.219	0.200305042583166
0.22	0.175086507746694
0.221	0.1873288379816
0.222	0.207547403613529
0.223	0.202977956482526
0.224	0.160161774243965
0.225	0.124933711297076
0.226	0.135657173035277
0.227	0.156201742944489
0.228	0.144690781623941
0.229	0.104277767978334
0.23	0.0803278762237173
0.231	0.0921864789024666
0.232	0.109909375002885
0.233	0.10087890693191
0.234	0.0707247267429361
0.235	0.0523005506070829
0.236	0.0680812166055332
0.237	0.0886559904823092
0.238	0.0889079927199081
0.239	0.0717180169034978
0.24	0.0536272093876053
0.241	0.059951290842551
0.242	0.0832447060413418
0.243	0.102855122382998
0.244	0.104412923809044
0.245	0.0899650463316783
0.246	0.0776291421203921
0.247	0.0885408067527199
0.248	0.114838399708624
0.249	0.1416319680368
0.25	0.149175455168235
0.251	0.13719409374178
0.252	0.118503922450954
0.253	0.124112619667236
0.254	0.148957152181603
0.255	0.175897088070798
0.256	0.186823171752129
0.257	0.169420448739351
0.258	0.144592261368662
0.259	0.143837487383053
0.26	0.168167976243332
0.261	0.189561560798592
0.262	0.184566387028447
0.263	0.153736542991718
0.264	0.128842420843077
0.265	0.138512956767003
0.266	0.159499563322891
0.267	0.162167977076928
0.268	0.132376603457573
0.269	0.101759840720529
0.27	0.106865048887895
0.271	0.125710002311961
0.272	0.131056478561246
0.273	0.108270897595301
0.274	0.0787781874491077
0.275	0.0768023232247424
0.276	0.0986196916793086
0.277	0.110860394715811
0.278	0.0974450691924164
0.279	0.0735348044605775
0.28	0.0660861337257001
0.281	0.0837883831331643
0.282	0.1049414791944
0.283	0.107878969176205
0.284	0.0918882701957933
0.285	0.0741924653558784
0.286	0.0805096865608549
0.287	0.104715449435033
0.288	0.124936963372265
0.289	0.129520996153729
0.29	0.111354557941355
0.291	0.0976750267859795
0.292	0.102830267730651
0.293	0.130640569684657
0.294	0.155366358639273
0.295	0.155583762632861
0.296	0.138187385201824
0.297	0.119159958356645
0.298	0.127983993276768
0.299	0.148647603620187
0.3	0.171051290929929
0.301	0.1634734368295
0.302	0.137268051825655
0.303	0.123022387464661
0.304	0.13589057831328
0.305	0.155397189537685
0.306	0.160532760259855
0.307	0.137896159268274
0.308	0.109603895406406
0.309	0.111207447855467
0.31	0.133359738012373
0.311	0.144661917474345
0.312	0.128719376920571
0.313	0.0993786171187987
0.314	0.0897658891711237
0.315	0.104490562518493
0.316	0.123594036072695
0.317	0.117896791799817
0.318	0.09229976575124
0.319	0.076463145387089
0.32	0.0883288243245437
0.321	0.110069261938632
0.322	0.11770027927971
0.323	0.102880550160112
0.324	0.0781483013307075
0.325	0.0775384142006193
0.326	0.100642606019652
0.327	0.12237546048858
0.328	0.122565434415744
0.329	0.105412060294179
0.33	0.0887728317122638
0.331	0.0971435645526278
0.332	0.117997171107225
0.333	0.138361652102669
0.334	0.137556893021577
0.335	0.116274864694555
0.336	0.101016479386351
0.337	0.116517978721462
0.338	0.136948309274672
0.339	0.155310723404695
0.34	0.142725859823401
0.341	0.120696560399906
0.342	0.109501511908536
0.343	0.127572036991949
0.344	0.152239237391534
0.345	0.156165661587151
0.346	0.137074296118857
0.347	0.109941111040588
0.348	0.109447215334606
0.349	0.130123293643213
