"Time [s]"	"factor_puissance []"
0	0.0160623725090047
0.001	0.115094836265579
0.002	0.489524280506566
0.003	1.09843770083796
0.004	1.80419666267649
0.005	2.38850887670496
0.006	2.65574069308791
0.007	2.85809026563817
0.008	3.23311451782071
0.009	3.43894814430615
0.01	3.21754935153563
0.011	2.94945542933872
0.012	2.72263664974725
0.013	2.41629156554795
0.014	2.04264646012918
0.015	1.69801669605611
0.016	1.38357396175737
0.017	1.15151861839849
0.018	1.01541298089297
0.019	0.941010672570805
0.02	0.952046432940637
0.021	1.08041987065637
0.022	1.30434011428069
0.023	1.73294631555205
0.024	1.74469882642315
0.025	0.555529518465487
0.026	0.793065554919781
0.027	1.54029941684178
0.028	2.15524252566906
0.029	2.58487422591584
0.03	2.01763228533383
0.031	1.71203573215544
0.032	2.08873603732594
0.033	2.37204287103108
0.034	2.14287860022678
0.035	1.76056992903567
0.036	1.61020685150348
0.037	1.67107230885539
0.038	1.34112997498931
0.039	0.977636847221193
0.04	1.16072517363809
0.041	1.37713822596453
0.042	0.94636349986847
0.043	1.10168874772067
0.044	1.42731184856883
0.045	1.5515430907483
0.046	1.67154829505474
0.047	1.86282152244145
0.048	1.28804110299862
0.049	1.29809751262951
0.05	1.51423777973549
0.051	1.53473185015105
0.052	1.54663681939591
0.053	1.75049541535809
0.054	1.95285961652543
0.055	1.28501520967464
0.056	1.54699134299469
0.057	1.85879035810985
0.058	1.19975779439158
0.059	1.9273076124063
0.06	1.06725114711133
0.061	1.85311223436237
0.062	1.62987596376892
0.063	1.44356308609021
0.064	2.59266600821471
0.065	1.15512246443885
0.066	1.87092148838288
0.067	2.53036488178939
0.068	1.26170614047943
0.069	1.42287361516989
0.07	1.77437666971408
0.071	2.03752923981431
0.0720000000000001	1.0401540247434
0.0730000000000001	0.8282627785423
0.0740000000000001	1.27194273478073
0.0750000000000001	1.60682666758872
0.0760000000000001	0.800844542580558
0.0770000000000001	1.27378770967997
0.0780000000000001	1.58969141552706
0.0790000000000001	1.01504491439241
0.0800000000000001	2.1280235001706
0.0810000000000001	1.10695194689975
0.0820000000000001	2.42571209869929
0.0830000000000001	1.26143292885425
0.0840000000000001	2.81161115767115
0.0850000000000001	1.34571051662036
0.0860000000000001	3.07810680453667
0.0870000000000001	1.15884930287812
0.0880000000000001	3.29308431067695
0.0890000000000001	1.01452198698
0.0900000000000001	2.93667539179272
0.0910000000000001	0.812722469382305
0.0920000000000001	2.10088118603857
0.0930000000000001	1.51654962585082
0.0940000000000001	1.18487526911508
0.0950000000000001	2.09793266848172
0.0960000000000001	0.527577780441665
0.0970000000000001	2.02012767502841
0.0980000000000001	0.460843580371684
0.0990000000000001	1.90446483161928
0.1	0.826557434981707
0.101	1.47538382652324
0.102	1.72904300437238
0.103	0.609933645509762
0.104	2.81644997765348
0.105	1.35524588028672
0.106	1.43461525194037
0.107	3.60076739873704
0.108	1.80893352947104
0.109	1.06753225477029
0.11	3.65336689053314
0.111	3.75728342689056
0.112	1.71346208305987
0.113	0.380400505341732
0.114	1.9500092660862
0.115	4.14175083365818
0.116	3.99327481399164
0.117	3.48337944679233
0.118	3.08808225298383
0.119	3.13273788571569
0.12	3.71996421126897
0.121	4.21629020516112
0.122	2.35983969523055
0.123	-0.60618794383282
0.124	-0.405146514857771
0.125	1.13099107630436
0.126	2.84082706040139
0.127	3.98956744952825
0.128	1.0040744045132
0.129	-0.951055917804523
0.13	0.86707675335086
0.131	3.04510218431941
0.132	3.00945748267031
0.133	-1.43411934036418
0.134	0.0284510727250462
0.135	2.17529420840499
0.136	2.31511420179601
0.137	-1.40170038548779
0.138	-0.0963641212413974
0.139	1.63012983356112
0.14	1.37799350727644
0.141	-1.24850510405382
0.142	-0.166671608512682
0.143	1.20416901557953
0.144	1.04531856249491
0.145	-1.05980520719153
0.146	-0.535095439563771
0.147	0.709951606271481
0.148	1.31536492894795
0.149	-0.121399574196342
0.15	-1.09793561905763
0.151	-0.343501864563581
0.152	0.510046181777897
0.153	1.00904687372851
0.154	0.501336569066581
0.155	-0.52610023617635
0.156	-0.69594270499772
0.157	-0.202909827457302
0.158	0.3468602253403
0.159	0.763593436760903
0.16	0.795304944950836
0.161	0.386202434815112
0.162	0.0203741248063817
0.163	-0.030407873067877
0.164	0.234301665580126
0.165	0.630265138898444
0.166	1.09271090102315
0.167	1.34640817560498
0.168	1.15454917580253
0.169	0.601641750662888
0.17	0.272049969582705
0.171	0.503644517719042
0.172	0.99453760478508
0.173	1.44840635428503
0.174	1.57428956697143
0.175	0.995560100206708
0.176	0.317907277077824
0.177	0.569084875558221
0.178	1.11377124270535
0.179	1.47887394675102
0.18	1.12746727805186
0.181	0.442022595936854
0.182	0.490449256172075
0.183	0.970880867772469
0.184	1.22926354215146
0.185	0.812341910588989
0.186	0.269231712367127
0.187	0.473905061035432
0.188	0.852062696666246
0.189	1.00360225589546
0.19	0.542117925768093
0.191	0.214706217420155
0.192	0.397990058790819
0.193	0.705412903242448
0.194	0.802931065741693
0.195	0.535614311624569
0.196	0.238589140930615
0.197	0.299795300517918
0.198	0.546605187854202
0.199	0.792501080115968
0.2	0.826092740504613
0.201	0.574986050428958
0.202	0.351049142665488
0.203	0.413918172295754
0.204	0.682433090572813
0.205	1.00285668142701
0.206	1.20010720399333
0.207	1.0910228688638
0.208	0.776991180561014
0.209	0.524911877950352
0.21	0.693540160932396
0.211	1.02681312441434
0.212	1.37889468776379
0.213	1.53711980045156
0.214	1.23274572604476
0.215	0.786055794361626
0.216	0.715987744086386
0.217	1.08984938892896
0.218	1.48778139636907
0.219	1.579436498054
0.22	1.08838995120934
0.221	0.668909876534165
0.222	0.844535682719013
0.223	1.260073140349
0.224	1.4162529662708
0.225	0.978221168522624
0.226	0.555113691550771
0.227	0.742258514292001
0.228	1.08979815686191
0.229	1.17699083299679
0.23	0.756604190164915
0.231	0.417780418587356
0.232	0.618971507656683
0.233	0.89924972812273
0.234	0.958843035430195
0.235	0.630764151780069
0.236	0.368610698063631
0.237	0.506542812505605
0.238	0.75788749973592
0.239	0.909972263591739
0.24	0.770749989826717
0.241	0.491173901394867
0.242	0.413649617021078
0.243	0.636935381830162
0.244	0.889613918910186
0.245	1.04898160547007
0.246	0.895744096163644
0.247	0.592798102598225
0.248	0.487237174837276
0.249	0.721877146702297
0.25	1.02472853980227
0.251	1.28289333004686
0.252	1.17119123962839
0.253	0.785336692022071
0.254	0.563002568211872
0.255	0.769805747795283
0.256	1.12891660562887
0.257	1.35147201713186
0.258	1.24524549850179
0.259	0.819270645037095
0.26	0.644250624283274
0.261	0.889216391236521
0.262	1.25259205413107
0.263	1.37591722157198
0.264	1.01157555115926
0.265	0.62715100991896
0.266	0.721372978596667
0.267	1.07880514529778
0.268	1.27913107707791
0.269	1.01275607138047
0.27	0.597116562086077
0.271	0.583483641662425
0.272	0.894375445214425
0.273	1.10311036530595
0.274	0.944832994689847
0.275	0.557160422339228
0.276	0.465085649926102
0.277	0.746126674281688
0.278	0.9673714761046
0.279	0.97856045974724
0.28	0.649455050561545
0.281	0.436294291420923
0.282	0.599425237383534
0.283	0.862759511126392
0.284	1.0352747804602
0.285	0.901843894184739
0.286	0.590895764581118
0.287	0.488231741818682
0.288	0.69871126014787
0.289	0.987167184937289
0.29	1.15876482420779
0.291	0.982891716531459
0.292	0.640763880987356
0.293	0.545910003716946
0.294	0.797561474598264
0.295	1.09515774319128
0.296	1.27356176954312
0.297	1.05991756715894
0.298	0.70820587363722
0.299	0.598182368977159
0.3	0.912070017513866
0.301	1.24169055987695
0.302	1.3031675638934
0.303	0.968852364800256
0.304	0.626173332662562
0.305	0.692913541314869
