0.000000e+00	2.886050e-01	-1.338476e-01	-1.291767e-01	7.787286e-04
6.283185e-03	5.240061e-01	-1.981936e-01	1.247380e+00	-3.865506e-01
1.256637e-02	9.666782e-01	-2.213707e-01	1.626912e+00	-1.211155e-03
1.884956e-02	1.408789e+00	-2.658272e-01	1.626915e+00	-2.803191e-06
2.513274e-02	8.308547e-01	-5.086665e-01	1.626915e+00	-9.353702e-04
3.141593e-02	5.689062e-01	-1.840486e-01	1.343694e+00	-3.319456e-01
3.769911e-02	3.131764e-01	1.461076e-01	-1.583371e-01	-5.736605e-02
4.398230e-02	5.231674e-01	1.908027e-01	3.202519e-02	9.313021e-03
5.026548e-02	7.284956e-01	2.903303e-02	-1.880090e-02	-4.016523e-02
5.654867e-02	9.306528e-01	-1.510945e-01	2.014085e-01	2.950447e-01
6.283185e-02	1.057202e+00	2.630591e-02	1.279342e+00	4.149350e-02
6.911504e-02	1.072919e+00	1.211435e-02	1.283273e+00	5.478350e-05
7.539822e-02	1.088470e+00	-1.238436e-04	1.283273e+00	6.235789e-08
8.168141e-02	1.103896e+00	-1.040817e-02	1.283273e+00	-9.536731e-09
8.796459e-02	1.073240e+00	-2.671176e-03	1.283273e+00	-1.045362e-10
9.424778e-02	1.072773e+00	4.222573e-03	1.283273e+00	6.739736e-09
1.005310e-01	1.072524e+00	1.152325e-02	1.283273e+00	6.485170e-09
1.068142e-01	1.089987e+00	-5.030829e-03	1.283273e+00	1.702158e-07
1.130973e-01	1.087988e+00	7.357722e-03	1.283273e+00	1.289979e-04
1.193805e-01	1.086311e+00	2.006616e-02	1.268002e+00	1.023110e-01
1.256637e-01	8.839291e-01	9.290628e-02	-5.582352e-02	1.803872e-01
1.319469e-01	5.998570e-01	9.882004e-02	7.344507e-03	-2.203513e-02
1.382301e-01	3.160316e-01	1.144454e-01	1.859740e-02	2.793179e-02
1.445133e-01	4.166769e-01	1.954331e-01	-8.435734e-02	-2.348191e-01
1.507964e-01	5.831332e-01	-1.474182e-01	1.704859e+00	-1.726097e-01
1.570796e-01	7.432204e-01	-4.853120e-01	1.751461e+00	-3.240069e-03
1.633628e-01	3.971900e-01	-2.571841e-01	1.138685e+00	-4.279625e-01
1.696460e-01	3.793905e-01	-3.057298e-02	-1.434107e-01	2.261226e-02
1.759292e-01	3.658642e-01	1.931049e-01	3.270864e-02	1.451317e-04
1.822124e-01	9.779043e-01	-8.409326e-03	-4.936457e-02	-3.820515e-02
1.884956e-01	9.993623e-01	-7.479206e-03	4.110143e-01	3.032050e-01
1.947787e-01	1.020911e+00	-7.090642e-03	1.202841e+00	1.277333e-02
2.010619e-01	1.027197e+00	-9.842570e-04	1.203225e+00	1.666546e-05
2.073451e-01	1.016059e+00	2.389257e-03	1.203225e+00	2.275902e-08
2.136283e-01	1.005068e+00	6.080360e-03	1.203225e+00	8.063489e-09
2.199115e-01	9.942293e-01	1.008695e-02	1.203225e+00	3.135471e-09
2.261947e-01	1.005393e+00	4.494910e-03	1.203225e+00	-4.611862e-09
2.324779e-01	1.004977e+00	5.602719e-03	1.203225e+00	-5.373096e-09
2.387610e-01	1.004665e+00	7.062704e-03	1.203225e+00	1.569952e-09
2.450442e-01	1.022142e+00	-1.102253e-03	1.203225e+00	8.791805e-09
2.513274e-01	1.028429e+00	-4.892885e-02	1.203225e+00	1.125026e-06
2.576106e-01	1.033860e+00	-1.006364e-01	1.203223e+00	8.618680e-04
2.638938e-01	9.432089e-01	1.613090e-01	9.375619e-01	2.782102e-01
2.701770e-01	7.534010e-01	1.026847e-01	-1.005825e-01	5.313016e-03
2.764602e-01	5.626335e-01	5.331264e-02	2.099774e-02	-6.436632e-03
2.827433e-01	3.064961e-01	-2.143701e-01	-3.140219e-02	4.292704e-02
2.890265e-01	2.471070e-01	-1.949787e-01	3.602628e-01	-3.939743e-01
2.953097e-01	1.881256e-01	-1.732313e-01	7.334168e-01	-4.277517e-01
3.015929e-01	2.213674e-01	-1.179057e-01	-8.059366e-02	4.168108e-02
3.078761e-01	3.357301e-01	-7.560719e-02	2.135597e-02	-5.052516e-03
3.141593e-01	4.507939e-01	-4.597315e-02	-4.469483e-02	-1.562936e-02
3.204425e-01	5.361925e-01	3.967100e-02	3.486696e-01	1.665609e-01
3.267256e-01	5.415215e-01	1.798043e-02	6.576598e-01	2.290933e-03
3.330088e-01	5.464934e-01	-2.743566e-03	6.576806e-01	2.994753e-06
3.392920e-01	5.445486e-01	1.531686e-04	6.576806e-01	6.131452e-09
