"Time [s]"	"Current(Phase_A) [mA]"	"InputVoltage(Phase_A) [V]"	"InducedVoltage(Phase_A) [V]"	"FluxLinkage(Phase_A) [Wb]"	"Current(Phase_B) [mA]"	"InputVoltage(Phase_B) [V]"	"InducedVoltage(Phase_B) [V]"	"FluxLinkage(Phase_B) [Wb]"	"Current(Phase_C) [mA]"	"InputVoltage(Phase_C) [V]"	"InducedVoltage(Phase_C) [V]"	"FluxLinkage(Phase_C) [Wb]"
0	0	0	-16.4736503020071	-0	0	-98.9949493661167	-64.0730815753849	-0	0	98.9949493661166	74.6287012302104	-0
0.001	2093.6642256449	35.323584709799	8.2513092764555	0.0082513092764555	-7301.42542077536	-111.811584029854	-53.4301689947581	-0.0534301689947581	5207.76119513046	76.4879993200545	58.349871164361	0.058349871164361
0.002	6385.12143898313	67.1894508343163	32.9762688549181	0.0412275781313736	-15866.2927110323	-113.683321811634	-42.7872564141312	-0.0962174254088893	9481.17127204917	46.4938709773177	42.0710410985117	0.100420912262873
0.003	10736.5721185943	92.4783453747398	58.6893444709111	0.0999169226022848	-23647.0815280994	-104.426943976213	-41.3879545134313	-0.137605379922321	12910.5094095052	11.9485986014736	12.2410135008672	0.11266192576374
0.004	14373.7230619606	108.714815135364	71.6083652603695	0.171525287862654	-28493.0154704312	-84.9485292790993	-53.9739916102163	-0.191579371532537	14119.2924084706	-23.7662858562644	-20.9312322220368	0.091730693541703
0.005	18293.9446456886	114.309521329882	69.6934295070383	0.241218717369692	-29745.4624344819	-57.1547606649407	-61.3980062726501	-0.252977377805187	11451.5177887932	-57.1547606649408	-39.94132100378	0.051789372537923
0.006	23767.0565540083	108.714815135364	57.145139616247	0.29836385698594	-28316.2003366469	-23.7662858562644	-48.2277283035688	-0.301205106108756	4549.14378263855	-84.9485292790993	-41.7675116731331	0.0100218608647899
0.007	31598.396612334	92.4783453747397	23.224182324162	0.321588039310102	-26584.1817417741	11.9485986014736	-20.5469507909608	-0.321752056899717	-5014.21487055997	-104.426943976213	-49.4383196570644	-0.0394164587922745
0.008	39058.1845672997	67.1894508343163	0.482236717618489	0.32207027602772	-25796.4199397225	46.4938709773176	19.8546092691884	-0.301897447630528	-13261.7646275771	-113.683321811634	-69.2517691064013	-0.108668227898676
0.009	43154.8901809728	35.3235847097989	-5.28390434717185	0.316786371680548	-25015.4213003836	76.4879993200546	56.191203917539	-0.245706243712989	-18139.4688805892	-111.811584029854	-87.9107424744248	-0.196578970373101
0.01	42923.9440467652	-8.5265128291212E-14	-0.245827684958011	0.31654054399559	-22653.6148768545	98.9949493661167	83.7303395005127	-0.161975904212477	-20270.3291699107	-98.9949493661166	-84.800101022625	-0.281379071395725
0.011	38674.6951437202	-35.323584709799	6.30914372935415	0.322849687724944	-17734.5236145609	111.811584029854	98.7396726975128	-0.0632362315149637	-20940.1715291593	-76.4879993200544	-60.446660301301	-0.341825731697027
0.012	31305.2730452372	-67.1894508343164	-2.69637441820009	0.320153313306744	-9731.6036300335	113.683321811634	85.5493452102526	0.0223131136952889	-21573.6694152037	-46.4938709773175	-31.5951774035461	-0.373420909100573
