"Time [s]"	"CoreLoss [W]"	"Moving1.Torque [NewtonMeter]"	"Moving1.Speed [rpm]"	"SolidLoss [kW]"
0	0	0	1500	0
0.001	7.43125128211353	-3.55663728305387	1500	0.0492329381813242
0.002	7.4092637276704	-11.3414069534778	1500	0.189564790026801
0.003	10.2140612679553	-3.26243211453151	1500	0.381874645553842
0.004	15.3395181188314	31.9569022544992	1500	0.525089914192481
0.005	18.7438215682733	58.0858147442801	1500	0.564743409677209
0.006	19.1823833581208	26.4594915124899	1500	0.570186296167756
0.007	19.988828752493	-54.5116410069216	1500	0.701961300448348
0.008	23.5715215175822	-94.5483596026128	1500	0.946782457698191
0.009	26.6005108530138	-60.1375131044425	1500	1.12565565450838
0.01	28.9506996271547	14.0499574142374	1500	1.11912808741083
0.011	28.7579142467227	67.606986616164	1500	0.932689000413656
0.012	23.9483773905783	56.185948158129	1500	0.656993639789727
0.013	20.5975891029953	-11.2598462596719	1500	0.470925387053165
0.014	21.904342490508	-53.7111098215804	1500	0.417841316198448
0.015	23.4416607923094	-44.5416161382612	1500	0.392298282595117
0.016	21.2616173700525	-14.4918768725203	1500	0.318015110825611
0.017	16.0296257908087	2.97911602668592	1500	0.204559388290024
0.018	11.4701416885699	2.39460536515619	1500	0.105281230188559
0.019	10.0739595445981	-2.1572230051819	1500	0.048820097832362
0.02	11.0902297771714	-0.90498758227669	1500	0.0256648541468862
0.021	11.0885847996463	0.962145871548429	1500	0.0253423006489331
0.022	9.49012292985881	-0.473210041981802	1500	0.0531902721819711
0.023	10.8563980911404	1.37667141514459	1500	0.102966132534484
0.024	14.036475852107	12.1697651146896	1500	0.146104478414296
0.025	16.8231146379314	22.3137011209857	1500	0.156554603256044
0.026	16.1554960693327	14.0072445340099	1500	0.154132227833703
0.027	14.8232678106946	-11.9737104717301	1500	0.187319635910831
0.028	16.022329447572	-28.7626092479073	1500	0.267253602025085
0.029	20.2326316681959	-20.0822679804826	1500	0.341426332551125
0.03	22.200486806512	5.54011494312533	1500	0.35153429496307
0.031	21.1090088628014	22.2047702297783	1500	0.289830866262005
0.032	16.8545063420406	16.107436026351	1500	0.20257967879927
0.033	14.4835994183667	-8.74092534242957	1500	0.15014478284352
0.034	15.4996781002599	-24.3035128193148	1500	0.141903078970786
