"Time [s]"	"CoreLoss [W]"	"Moving1.Torque [NewtonMeter]"	"Moving1.Speed [rpm]"	"SolidLoss [kW]"
0	0	0	1500	0
0.001	76.9876885681322	-55.3170812591271	1500	0.769844438336559
0.002	59.1641522865018	-147.587428078487	1500	3.30510458955246
0.003	51.1145694193795	-22.7195131640146	1500	6.72492877986184
0.004	59.3012129534201	264.685045346043	1500	10.0381095513303
0.005	67.5945800743208	431.126137456074	1500	13.2821813887615
0.006	65.7580649698482	123.992193044712	1500	16.6440432499353
0.007	58.4293289627386	-472.399250707031	1500	18.676783227602
0.008	69.9472110298197	-715.265870057372	1500	19.4588063782092
0.009	80.2661490861293	-382.533196239656	1500	19.9247620812016
0.01	85.1683833506011	92.4309655560186	1500	18.9924305800381
0.011	89.211642408952	436.237876401718	1500	16.7587131280939
0.012	87.4576812789662	199.609735310853	1500	14.8068628273376
0.013	83.4785376601292	-410.421420287174	1500	12.2098387749894
0.014	99.8363236667098	-639.652300627293	1500	9.37768862212336
0.015	111.030248880853	-409.73034788702	1500	7.18354275345108
0.016	105.886240066042	-132.166969596421	1500	5.02338189826447
0.017	97.2244913902243	30.038544012056	1500	3.07692004404588
0.018	100.758082482761	14.7371835726046	1500	1.64586786501478
0.019	105.895474660531	-45.8292639348278	1500	0.787627558501468
0.02	119.422104616622	-25.1203048784332	1500	0.400432664800454
0.021	120.692322342238	13.4018098142985	1500	0.308651739023108
0.022	103.363177413426	2.73992802032429	1500	0.562040991250715
0.023	110.918697855456	17.7041320923492	1500	1.12454556143085
0.024	118.069811457281	123.905846376401	1500	1.80288549587769
0.025	128.254746141424	257.534079736468	1500	2.27249094534205
0.026	131.330684439245	242.750546137145	1500	2.52186459463911
0.027	118.193816800722	-96.0173501974662	1500	3.04920021697556
0.028	120.440168158804	-314.344051818463	1500	3.92757777736267
0.029	137.46990233932	-178.848171881897	1500	4.58272259060991
0.03	138.852586537597	55.1024834975784	1500	4.53429515589723
0.031	140.274946207515	221.90124277639	1500	3.87865185093505
0.032	134.481663042145	137.066370448054	1500	3.01176682025463
0.033	125.319826266567	-249.10169590596	1500	2.54899402964849
0.034	142.18818994679	-330.186861820509	1500	2.34157043496068
0.035	145.14027026316	-224.493513317491	1500	2.0173079925364
0.036	139.375379352007	-83.3780323468169	1500	1.48515158855772
0.037	129.606988144508	-17.1316729454632	1500	0.925677912686042
0.038	124.640957814197	-30.0274755836758	1500	0.48993676465023
0.039	127.677739843626	-56.2311009147517	1500	0.242544588894024
0.04	139.24910349193	-35.0668988853532	1500	0.131020693567895
0.041	138.478937858262	0.379575210538813	1500	0.0769626818062428
0.042	126.79571047486	9.75738729627312	1500	0.105069737042468
0.043	126.457630280116	13.4294051240279	1500	0.239961901322096
0.044	140.93294505093	50.4653130673224	1500	0.398614219497723
0.045	149.67987027176	105.463436847165	1500	0.477844459279519
0.046	148.786456514038	98.0349777311102	1500	0.454509903018167
0.047	141.208148171612	-6.4062830286994	1500	0.500934375985383
0.048	137.766126489052	-91.4427651948415	1500	0.853105135972893
0.049	154.285746941445	-70.9801259173709	1500	1.19058097617448
0.05	159.551623310217	21.1720422055782	1500	1.23581042219252
0.051	159.981034102469	84.6644873614515	1500	1.00256951812847
0.052	147.5654873427	39.8994730779836	1500	0.668022683952868
0.053	138.976404715735	-90.2336925794328	1500	0.546159679486074
0.054	155.422127007361	-165.785050894404	1500	0.624532344513805
0.055	162.675588278235	-114.952769246658	1500	0.633043641856267
0.056	155.051432881847	-53.2753976151925	1500	0.495632683985462
0.057	144.414882772765	-25.8630369300096	1500	0.310963383537617
0.058	137.547676102801	-32.7080166597601	1500	0.1587724906601
0.059	140.903190121175	-43.2683571014803	1500	0.0832660879315424
0.06	151.44229003785	-29.3289430163939	1500	0.0539498601042322
0.061	151.191049684797	-5.79915124121909	1500	0.0308853328823151
0.062	141.905683541484	3.8163706167435	1500	0.0266472793528897
0.063	139.697789174044	6.29103413140351	1500	0.0639503157461836
0.064	149.770338645335	20.7548760676205	1500	0.114800383582642
0.065	160.628631337739	44.8983755839841	1500	0.129517270817065
0.066	156.605178901055	44.7757291266569	1500	0.111114705091589
0.067	147.180760433077	12.1046281371217	1500	0.130442530222404
0.068	145.611971549453	-20.8164931381051	1500	0.225957855641071
0.069	158.106660044339	-23.0352459132029	1500	0.340768431891102
0.07	168.857802619045	7.39719164889252	1500	0.377433556043348
0.071	164.239497394644	23.509967993079	1500	0.299054413546526
0.0720000000000001	152.545439126492	6.08013781136158	1500	0.194511860466908
0.0730000000000001	145.518154876243	-41.00542709845	1500	0.150892544411048
0.0740000000000001	154.43381092971	-72.1221085739547	1500	0.18577549051068
0.0750000000000001	165.541478937824	-62.3303417855707	1500	0.214368238117517
0.0760000000000001	163.694267633149	-33.4202159846727	1500	0.177291878124959
0.0770000000000001	154.390966592746	-19.626968179321	1500	0.110712850923614
0.0780000000000001	146.150845126715	-25.0196584025387	1500	0.0524879757940916
0.0790000000000001	149.989829536608	-30.2560560419505	1500	0.0301304365585968
0.0800000000000001	158.510929789398	-21.0561058850146	1500	0.0249351680833323
0.0810000000000001	158.527882102918	-6.85626512887192	1500	0.0159208372659681
0.0820000000000001	150.77940262664	0.147057875321443	1500	0.00922680717437691
0.0830000000000001	148.432916257414	1.28865623915299	1500	0.0198161237202315
0.0840000000000001	155.686261832433	7.83665936418139	1500	0.0384607237205651
0.0850000000000001	163.73621494919	20.4008376003535	1500	0.0426463464212981
0.0860000000000001	161.121978745738	22.6931785561682	1500	0.0307669216654385
0.0870000000000001	153.515202913447	9.71885305668177	1500	0.0320423923316701
0.0880000000000001	151.604208577291	-5.4587805261781	1500	0.0659751154375219
0.0890000000000001	160.02896529236	-8.2561901227572	1500	0.11046888895475
0.0900000000000001	169.287379895341	0.828436681624528	1500	0.126234402930374
0.0910000000000001	166.321373380649	7.76275426202169	1500	0.098667448278943
0.0920000000000001	155.673356166732	-1.0509484609678	1500	0.0578439072374455
0.0930000000000001	150.832422865872	-22.6441925219452	1500	0.0440920534829717
0.0940000000000001	156.957135403525	-36.7207915847598	1500	0.0621734930241319
