"Time [s]"	"Current(Phase_A) [mA]"	"InputVoltage(Phase_A) [V]"	"InducedVoltage(Phase_A) [V]"	"FluxLinkage(Phase_A) [Wb]"	"Current(Phase_B) [mA]"	"InputVoltage(Phase_B) [V]"	"InducedVoltage(Phase_B) [V]"	"FluxLinkage(Phase_B) [Wb]"	"Current(Phase_C) [mA]"	"InputVoltage(Phase_C) [V]"	"InducedVoltage(Phase_C) [V]"	"FluxLinkage(Phase_C) [Wb]"
0.038	2507.29586479728	-131.979278424549	-136.400306749452	-0.403760602358933	9459.64475383671	-91.3272465625897	-59.5407845327538	0.5335451007971	-11966.940618634	223.306524987138	162.721154430384	-0.113788310878862
0.039	-2203.44573158174	-69.3856128228176	-74.9692018882933	-0.478729804247227	7517.18548740123	-150.24428437868	-116.960851984181	0.416584248812919	-5313.73975581949	219.629897201498	181.546115132438	0.0677578042535757
0.04	-4270.25207513537	1.86872739504906E-12	-21.3446400292634	-0.50007444427649	5000.90984224124	-194.454364826302	-162.039905103556	0.254544343709364	-730.657767105874	194.4543648263	180.256563541636	0.248014367795212
0.041	-3250.05807209961	69.3856128228216	28.9233154103111	-0.471151128866179	849.926276290659	-219.629897201498	-185.326752719534	0.0692175909898297	2400.13179580896	150.244284378677	152.583637179945	0.400598004975157
0.042	-236.329535026983	131.979278424551	86.5227088417377	-0.384628420024441	-4955.48058584117	-223.306524987138	-182.410606228768	-0.113193015238938	5191.81012086815	91.3272465625867	105.8451427018	0.506443147676957
0.043	3037.80644461388	181.653892700383	143.866722279366	-0.240761697745075	-10906.7113490595	-205.12435423899	-167.905757712296	-0.281098772951234	7868.90490444559	23.4704615386067	44.7884987108058	0.551231646387763
0.044	5673.94187621717	213.546958301608	182.294607261246	-0.0584670904838288	-15168.6434916786	-166.863182512515	-153.670112721547	-0.434768885672782	9494.70161546142	-46.6837757890925	-24.9075845950808	0.526324061792682
0.045	8142.21610550773	224.536559755125	196.308828127388	0.137841737643559	-16709.0182523833	-112.26827987756	-130.633013565833	-0.565401899238614	8566.80214687557	-112.268279877564	-84.8893853676744	0.441434676425007
0.046	11543.7718587191	213.546958301607	190.24967642057	0.328091414064129	-16113.4972323914	-46.6837757890884	-82.1203605889987	-0.647522259827613	4569.72537367233	-166.863182512518	-123.469548326716	0.317965128098292
0.047	16452.9682424629	181.65389270038	158.877372194205	0.486968786258334	-15092.5651211421	23.4704615386116	-14.5703895326715	-0.662092649360285	-1360.40312132077	-205.124354238992	-153.800316365663	0.164164811732629
0.048	21902.8631081003	131.979278424548	105.978356529471	0.592947142787805	-14746.7206337829	91.3272465625905	53.5635885272333	-0.608529060833051	-7156.14247431735	-223.306524987138	-186.428056784725	-0.0222632450520968
0.049	25767.2212553927	69.3856128228169	55.5486546561247	0.64849579744393	-14837.0339799177	150.244284378681	118.722632623133	-0.489806428209918	-10930.187275475	-219.629897201497	-206.511572435912	-0.228774817488009
0.05	26441.6167451477	-2.24531504500192E-12	18.2088596824206	0.66670465712635	-13969.0500828922	194.454364826302	174.383789910986	-0.315422638298932	-12472.5666622555	-194.454364826299	-195.336399754221	-0.42411121724223
0.051	23787.0043557273	-69.3856128228219	-18.2189350055234	0.648485722120827	-10819.1778167445	219.629897201498	205.670087000852	-0.10975255129808	-12967.8265389828	-150.244284378676	-154.706632867046	-0.578817850109276
0.052	19087.8895927376	-131.979278424552	-70.5005940545868	0.57798512806624	-5173.87484984582	223.306524987138	201.81595105212	0.0920633997540397	-13914.0147428918	-91.3272465625859	-99.6042306137737	-0.67842208072305
0.053	14510.4986750127	-181.653892700383	-132.421149724315	0.445563978341926	1371.96953778995	205.124354238989	179.55952303887	0.27162292279291	-15882.4682128027	-23.470461538606	-34.5255842853138	-0.712947665008363
0.054	11382.7398687969	-213.546958301608	-180.849840610239	0.264714137731687	6640.43945152693	166.863182512515	157.153900914571	0.428776823707481	-18023.1793203238	46.6837757890933	37.9022751974413	-0.675045389810922
0.055	9374.63051467749	-224.536559755125	-205.631599264029	0.0590825384676577	9230.91801144419	112.26827987756	128.763710899745	0.557540534607226	-18605.5485261217	112.268279877565	100.166661280711	-0.574878728530211
0.056	7287.79068470648	-213.546958301607	-210.461243559816	-0.151378705092158	9226.66771076176	46.6837757890877	77.8948524793801	0.635435387086607	-16514.4583954682	166.863182512519	137.109206140813	-0.437769522389398
0.057	4272.203552742	-181.65389270038	-189.999793406282	-0.34137849849844	7974.35396944766	-23.4704615386124	9.14245132822811	0.644577838414835	-12246.5575221897	205.124354238992	160.209063686018	-0.27756045870338
0.058	506.73535467024	-131.979278424547	-142.177340598193	-0.483555839096633	6719.1341412823	-91.3272465625907	-59.9813335634017	0.584596504851433	-7225.86949595254	223.306524987139	182.003057799257	-0.0955574009041229
0.059	-2774.93299405042	-69.3856128228161	-81.0227501437704	-0.564578589240403	5767.76211545769	-150.244284378681	-119.75144380853	0.464845061042903	-2992.82912140728	219.629897201497	198.265332320171	0.102707931416048
0.06	-4251.7354175548	3.01980662698043E-12	-24.5891360905252	-0.589167725330928	4505.39729000876	-194.454364826302	-169.20543963703	0.295639621405874	-253.66187245396	194.454364826299	192.022423120984	0.294730354537032
0.061	-3571.94736910192	69.3856128228227	30.1898202291517	-0.558977905101777	2041.16163754707	-219.629897201499	-197.406690642586	0.0982329307632879	1530.78573155485	150.244284378676	160.382392286263	0.455112746823296
0.062	-1481.633470766	131.979278424552	90.7161184676296	-0.468261786634147	-1736.61938381115	-223.306524987138	-198.65436241632	-0.100421431653032	3218.25285457715	91.3272465625852	111.493345021852	0.566606091845148
0.063	749.469171782938	181.653892700383	149.315369432166	-0.318946417201981	-5811.30326308868	-205.12435423899	-183.998988202413	-0.284420419855445	5061.83409130574	23.470461538606	49.1586327522064	0.615764724597354
0.064	2439.6834872838	213.546958301608	190.012964794259	-0.128933452407722	-8821.77107308757	-166.863182512515	-163.958569069215	-0.44837898892466	6382.08758580377	-46.6837757890932	-21.2465280625604	0.594518196534794
0.065	3890.03546919385	224.536559755125	207.197092044356	0.0782636396366343	-9973.60031948917	-112.26827987756	-133.434360914874	-0.581813349839534	6083.56485029531	-112.268279877565	-85.087074238747	0.509431122296047
0.066	5951.16687698234	213.546958301607	203.997674628029	0.282261314264663	-9649.82045916587	-46.6837757890881	-80.4267964943447	-0.662240146333878	3698.65358218354	-166.863182512519	-130.283120472841	0.379148001823206
0.067	9072.05547821899	181.65389270038	176.342859008598	0.458604173273261	-8967.25600764484	23.470461538612	-12.1889160937777	-0.674429062427656	-104.799470574144	-205.124354238992	-164.657501219587	0.214490500603619
0.068	12702.4953177267	131.979278424547	125.835080486753	0.584439253760015	-8770.67516579913	91.3272465625908	56.2150109091764	-0.61821405151848	-3931.82015192758	-223.306524987139	-195.789843440237	0.0187006571633821
0.069	15386.6433445578	69.3856128228162	71.2226593525959	0.655661913112611	-8950.82472641577	150.244284378681	120.329821225592	-0.497884230292887	-6435.81861814205	-219.629897201497	-212.784774123058	-0.194084116959676
0.07	15981.9977170335	-2.99138491755002E-12	23.2892468818895	0.6789511599945	-8544.36471187903	194.454364826302	174.774853019323	-0.323109377273564	-7437.63300515443	-194.454364826299	-201.035786802387	-0.395119903762063
0.071	14362.452358482	-69.3856128228227	-24.3584925637275	0.654592667430773	-6599.51701148532	219.629897201499	207.451839927739	-0.115657537345825	-7762.93534699664	-150.244284378676	-161.959214959759	-0.557079118721822
0.0720000000000001	11365.5294084754	-131.979278424552	-82.2475746471268	0.572345092783646	-2911.39895710216	223.306524987138	208.493533509432	0.0928359961636068	-8454.13045137326	-91.3272465625852	-108.180451702543	-0.665259570424365
0.0730000000000001	8483.18149723431	-181.653892700384	-143.379357339397	0.428965735444249	1429.51004832666	205.124354238989	190.268284765084	0.283104280928691	-9912.69154556097	-23.4704615386052	-43.4228574257582	-0.708682427850124
0.0740000000000001	6598.56868437614	-213.546958301608	-189.2696127278	0.239696122716449	4892.40003921943	166.863182512515	166.438755675451	0.449543036604142	-11490.9687235956	46.683775789094	28.6935520189262	-0.679988875831197
0.0750000000000001	5469.97399285794	-224.536559755125	-212.163628686127	0.0275324940303218	6516.00190323605	112.26827987756	133.243380961765	0.582786417565907	-11985.975896094	112.268279877565	93.8954032837979	-0.5860934725474
0.0760000000000001	4202.43162539165	-213.546958301607	-214.868178556061	-0.187335684525739	6395.01121782098	46.6837757890881	79.2261172253529	0.66201253479126	-10597.4428432126	166.863182512519	138.20284839107	-0.44789062415633
0.0770000000000001	2154.59501724815	-181.65389270038	-193.571909737742	-0.380907594263481	5517.35974687294	-23.4704615386119	9.42907875306132	0.671441613544321	-7671.95476412109	205.124354238992	168.095069747438	-0.279795554408891
0.0780000000000001	-529.119730652943	-131.979278424547	-145.91397658812	-0.526821570851601	4782.66255633981	-91.3272465625915	-59.808207468087	0.611633406076234	-4253.54282568687	223.306524987139	193.258006219902	-0.0865375481889887
0.0790000000000001	-2897.72445408402	-69.3856128228155	-85.1919288418872	-0.612013499693489	4384.0033352991	-150.244284378682	-121.105962628935	0.490527443447299	-1486.27888121508	219.629897201497	208.240306049768	0.12170275786078
0.0800000000000001	-3948.81620044706	3.75877107217093E-12	-26.8913041460389	-0.638904803839527	3782.22451017767	-194.454364826302	-172.51847133044	0.318008972116859	166.59169026939	194.454364826299	199.119694218573	0.320822452079353
0.0810000000000001	-3402.19152260051	69.3856128228226	30.637466886771	-0.608267336952756	2244.62099523396	-219.629897201499	-203.59897612995	0.114409995986909	1157.57052736655	150.244284378676	165.199711281717	0.48602216336107
0.0820000000000001	-1830.82481578451	131.979278424554	93.1137765423964	-0.51515356041036	-366.481858062812	-223.306524987138	-207.560124780127	-0.0931501287932175	2197.30667384732	91.3272465625838	114.995474021102	0.601017637382172
0.0830000000000001	-213.367112912611	181.653892700384	152.483041633233	-0.362670518777127	-3316.64244447672	-205.124354238989	-193.237959364058	-0.286388088157276	3530.00955738933	23.4704615386044	51.9375194875687	0.652955156869741
0.0840000000000001	895.849005859438	213.546958301609	194.575661186666	-0.168094857590461	-5516.64934984897	-166.863182512514	-170.255424555025	-0.456643512712301	4620.80034398953	-46.6837757890947	-18.7843948830029	0.634170761986738
0.0850000000000001	1742.71192773431	224.536559755125	213.216061125632	0.0451212035351707	-6361.58659317689	-112.26827987756	-135.673460309152	-0.592316973021453	4618.87466544258	-112.268279877565	-84.9989286857425	0.549171833300995
0.0860000000000001	3009.04654102465	213.546958301606	211.794418223128	0.256915621758298	-6100.24503958396	-46.6837757890866	-80.1017223247872	-0.67241869534624	3091.19849855931	-166.86318251252	-133.854080573494	0.415317752727501
0.0870000000000001	5097.1983223342	181.653892700379	186.239372079984	0.443154993838283	-5575.66040649331	23.4704615386127	-11.0441368638639	-0.683462832210104	478.462084159112	-205.124354238992	-170.691798878769	0.244625953848732
0.0880000000000001	7646.09451268451	131.979278424547	137.205181162418	0.580360175000701	-5438.73304910427	91.3272465625915	57.4581333281531	-0.626004698881951	-2207.36146358024	-223.306524987139	-201.336862951336	0.0432890908973959
0.0890000000000001	9615.17515988005	69.3856128228155	80.3436133090489	0.66070378830975	-5647.35577920821	150.244284378682	121.113729747112	-0.504890969134839	-3967.81938067184	-219.629897201497	-216.454413908387	-0.173165323010991
0.0900000000000001	10124.3159635682	-4.53326265414944E-12	26.4049026281775	0.687108690937927	-5503.19898646025	194.454364826303	175.024694082781	-0.329866275052058	-4621.11697710793	-194.454364826298	-204.50411971982	-0.377669442730811
0.0910000000000001	9037.18185070815	-69.3856128228233	-27.4375230589264	0.659671167879001	-4237.68482016837	219.629897201499	208.521122583617	-0.12134515246844	-4799.49703053978	-150.244284378675	-166.323116706458	-0.543992559437269
0.0920000000000001	6979.95525412966	-131.979278424554	-88.6740754297292	0.570997092449272	-1674.63044755561	223.306524987138	212.467992936694	0.0911228404682541	-5305.32480657405	-91.3272465625839	-113.249925507021	-0.657242484944291
0.0930000000000001	5040.80006087084	-181.653892700384	-149.463560033612	0.421533532415659	1381.58901743141	205.124354238989	196.59779514839	0.287720635616644	-6422.38907830225	-23.4704615386045	-48.8359612575583	-0.706078446201849
0.0940000000000001	3871.89922815918	-213.546958301609	-194.168452701266	0.227365079714393	3772.3700921714	166.863182512513	171.999655582014	0.459720291198658	-7644.26932033058	46.6837757890963	23.1108201518784	-0.682967626049971
0.0950000000000001	3243.36005235428	-224.536559755125	-215.923184774204	0.0114418949401883	4813.20798625861	112.268279877558	136.019172129979	0.595739463328637	-8056.56803861289	112.268279877567	90.000748699097	-0.592966877350874
0.0960000000000001	2439.87289230622	-213.546958301606	-217.583573666078	-0.20614167872589	4606.78928870527	46.6837757890867	79.9570468988757	0.675696510227512	-7046.66218101149	166.863182512519	138.386794395087	-0.454580082955786
0.0970000000000001	959.537393452081	-181.653892700379	-195.704667169515	-0.401846345895405	3930.49254272363	-23.4704615386127	9.75979159430063	0.685456301821813	-4890.02993617571	205.124354238992	172.543340083696	-0.28203674287209
0.0980000000000001	-1064.1737714961	-131.979278424546	-148.235513112261	-0.550081859007665	3476.06613978296	-91.3272465625928	-59.4120813341006	0.626044220487712	-2411.89236828686	223.306524987139	199.880607323576	-0.0821561355485147
0.0990000000000001	-2853.17916026314	-69.3856128228148	-88.0374378272432	-0.638119296834909	3370.41318510479	-150.244284378682	-121.688290594062	0.504355929893651	-517.234024841649	219.629897201497	214.060618282929	0.131904482734414
0.1	-3610.37666054157	4.51194637207664E-12	-28.5386235772882	-0.666657920412197	3121.74302110185	-194.454364826303	-174.090688130036	0.330265241763614	488.633639439719	194.454364826299	203.361345079933	0.335265827814346
0.101	-3110.47994663286	69.3856128228233	30.7445930922864	-0.63591332731991	2101.65407797096	-219.629897201499	-206.82524426347	0.123439997500145	1008.82586866191	150.244284378675	168.154008017657	0.503419835832003
0.102	-1824.41719597712	131.979278424554	94.486709198267	-0.541426618121643	154.457673432372	-223.306524987138	-212.350167944547	-0.0889101704444024	1669.95952254475	91.3272465625839	117.189542897326	0.620609378729329
0.103	-576.881597079337	181.653892700385	154.456220105961	-0.386970398015683	-2114.77284388081	-205.124354238988	-198.531538472518	-0.28744170891692	2691.65444096015	23.4704615386037	53.7540740584551	0.674363452787784
0.104	185.407089867168	213.546958301609	197.082874770087	-0.189887523245596	-3808.02808999863	-166.863182512514	-174.162934828916	-0.461604643745836	3622.62100013146	-46.6837757890947	-17.3185298448364	0.657044922942947
0.105	681.244128958792	224.536559755125	216.648849016812	0.0267613257712155	-4428.69874553549	-112.268279877558	-137.171598905543	-0.59877624265138	3747.4546165767	-112.268279877566	-84.6375452696266	0.572407377673321
0.106	1481.50849176152	213.546958301606	216.075548752419	0.242836874523634	-4161.06519672094	-46.6837757890859	-80.3186398194014	-0.679094882470781	2679.55670495942	-166.86318251252	-135.857939966664	0.436549437706656
0.107	2965.81918351888	181.653892700378	191.930437883034	0.434767312406669	-3694.70909546975	23.4704615386142	-10.5522169335085	-0.689647099404289	728.889911950876	-205.124354238993	-173.975759769251	0.262573677937406
0.108	4889.02831377267	131.979278424546	143.610798968904	0.578378111375573	-3579.04465225856	91.3272465625921	58.0275509342728	-0.631619548470017	-1309.98366151411	-223.306524987139	-204.515584126539	0.0580580938108666
0.109	6416.5384406998	69.3856128228147	85.6138033100466	0.66399191468562	-3804.39797697139	150.244284378683	121.480953951771	-0.510138594518246	-2612.14046372841	-219.629897201497	-218.839470343091	-0.160781376532224
0.11	6838.41908724592	-5.27222709933994E-12	28.46292528338	0.692454839969	-3788.53571233317	194.454364826303	175.110277843058	-0.335028316675188	-3049.88337491275	-194.454364826298	-206.504046391747	-0.36728542292397
0.111	6025.99163468187	-69.3856128228248	-29.0003290539302	0.663454510915069	-2906.76925793228	219.629897201499	209.138943806401	-0.125889372868787	-3119.22237674958	-150.244284378675	-168.941500614343	-0.536226923538313
0.112	4483.39427592552	-131.979278424555	-92.1879588826875	0.571266552032382	-991.403910920713	223.306524987138	214.8025422086	0.0889131693398129	-3491.99036500481	-91.3272465625832	-116.299665235569	-0.652526588773882
0.113	3075.48900611838	-181.653892700385	-152.82139204068	0.418445159991702	1320.75713454057	205.124354238989	200.363166379224	0.289276335719037	-4396.24614065895	-23.4704615386045	-51.9823283180222	-0.704508917091905
0.114	2303.74457084436	-213.54695830161	-196.929155467099	0.221516004524603	3085.05852887642	166.863182512512	175.245198011166	0.464521533730203	-5388.80309972077	46.683775789097	19.6949215932763	-0.684813995498628
0.115	1956.37670525144	-224.536559755125	-218.126419872075	0.00338958465252737	3773.77108737267	112.268279877557	137.664409153289	0.602185942883492	-5730.14779262411	112.268279877567	87.5009686058377	-0.597313026892791
0.116	1425.48421807873	-213.546958301606	-219.171784815829	-0.215782200163301	3500.27109072948	46.6837757890844	80.5332569034874	0.68271919978698	-4925.75530880821	166.86318251252	138.389767491715	-0.458923259401076
0.117	282.635746604719	-181.653892700379	-197.079903958193	-0.412862104121494	2928.83822272244	-23.4704615386142	9.98346533767658	0.692702665124656	-3211.47396932716	205.124354238992	174.993042296765	-0.283930217104311
0.118	-1340.45474337703	-131.979278424544	-149.70638140006	-0.562568485521554	2625.22108016278	-91.327246562595	-59.0652422377037	0.633637422886953	-1284.76633678574	223.306524987139	203.735567229468	-0.0801946498748425
0.119	-2771.11298066229	-69.385612822814	-89.83100672525	-0.652399492246804	2676.69637850856	-150.244284378683	-121.878218456727	0.511759204430226	94.4166021537369	219.629897201497	217.493362271664	0.137298712396822
0.12	-3328.51185164383	6.05382410867605E-12	-29.6623125671214	-0.682061804813926	2612.09827810032	-194.454364826304	-174.76326099918	0.336995943431045	716.413573543509	194.454364826298	205.910350990526	0.343209063387348
0.121	-2830.89165346578	69.3856128228255	30.6974999741938	-0.651364304839732	1868.86325826289	-219.629897201499	-208.388827450354	0.128607115980692	962.028395202891	150.244284378674	169.95458370512	0.513163647092468
0.122	-1705.08179656732	131.979278424555	95.2537181732578	-0.556110586666474	305.873449606996	-223.306524987137	-215.000940207525	-0.0863938242268329	1399.20834696032	91.3272465625825	118.528630474191	0.631692277566659
0.123	-668.603681634478	181.653892700385	155.551321274243	-0.400559265392231	-1561.89443764051	-205.124354238988	-201.552698403914	-0.287946522630747	2230.49811927499	23.4704615386038	54.8847465965496	0.686577024163208
0.124	-116.786845884512	213.546958301609	198.573339323339	-0.201985926068892	-2935.87561804988	-166.863182512512	-176.507428862059	-0.464453951492806	3052.66246393439	-46.6837757890962	-16.3442610213745	0.670232763141834
0.125	165.4941848619	224.536559755125	218.577519854245	0.0165915937853535	-3394.74375434272	-112.268279877556	-138.280104831781	-0.602734056324587	3229.24956948082	-112.268279877567	-84.3662616616332	0.585866501480201
0.126	697.588895881866	213.546958301606	218.494683330808	0.235086277116162	-3095.84429076782	-46.6837757890851	-80.5955488562942	-0.683329605180881	2398.25539488596	-166.86318251252	-136.820116942056	0.449046384538145
0.127	1835.13142353226	181.653892700378	195.098349630874	0.430184626747035	-2650.28710102609	23.470461538615	-10.3915115973106	-0.693721116778192	815.15567749383	-205.124354238993	-175.815688354866	0.273230696183279
0.128	3384.48784924145	131.979278424546	147.27401135743	0.577458638104466	-2537.25370839989	91.3272465625927	58.2352103694498	-0.635485906408742	-847.234140841552	-223.306524987139	-206.419714999391	0.066810981183888
0.129	4648.67572206155	69.3856128228133	88.6811938303494	0.666139831934815	-2762.77935725656	150.244284378684	121.651064409251	-0.513834841999491	-1885.89636480499	-219.629897201497	-220.176998354606	-0.153366017170718
0.13	5005.47529393534	-5.22248910783674E-12	29.6764624608246	0.69581629439564	-2822.01868648222	194.454364826303	175.138622825217	-0.338696219174274	-2183.45660745311	-194.454364826298	-207.776854985988	-0.361142872156707
