"Time [s]"	"FluxLinkage(Phase_A) [Wb]"	"FluxLinkage(Phase_C) [Wb]"	"FluxLinkage(Phase_B) [Wb]"
0.186	0.843326977569919	0.393482797061705	-1.00778158622465
0.187	1.06192375068185	0.158046252916128	-1.04010912049997
0.188	1.22532272724561	-0.121349505707109	-0.995229549480885
0.189	1.33022054389075	-0.408485879690655	-0.86614536177843
0.19	1.37676357643831	-0.653935226770006	-0.664861379307812
0.191	1.36009939080204	-0.842511874653366	-0.394639127255282
0.192	1.26655203581746	-0.969296959206701	-0.108239277412499
0.193	1.10372300366236	-1.04201265811429	0.131956284238465
0.194	0.892676160494248	-1.05176798484078	0.332123243502583
0.195	0.655657899980246	-0.991834228973372	0.483948804778878
0.196	0.402319771315234	-0.852163129855272	0.578485483893093
0.197	0.179190637719275	-0.645093558346912	0.611840135288813
0.198	0.0247082022388645	-0.330710002629829	0.583367183810896
0.199	-0.0814852915208157	-0.0310071407492147	0.452414384138495
0.2	-0.131008485326678	0.222949072171415	0.241430655383937
0.201	-0.119773346825443	0.403626943051854	-0.0410296857536537
0.202	-0.0334127373639992	0.525376556655676	-0.329571879420082
0.203	0.129626465784362	0.598191771105161	-0.559478550628537
0.204	0.33948772105235	0.606995675707002	-0.757482306193455
0.205	0.576483970846326	0.543859997022694	-0.906989565962561
0.206	0.824222008518312	0.40348808636925	-0.998452477863635
0.207	1.04275523288058	0.168083661443223	-1.0308792928568
0.208	1.2061844197047	-0.111896499817562	-0.986151068880711
0.209	1.31144618935679	-0.39939235555013	-0.85678090711957
0.21	1.35819885592984	-0.645283556846627	-0.65519838065065
0.211	1.341658340428	-0.833865160577203	-0.384497947424525
0.212	1.24795775546996	-0.960567459131467	-0.0978512574704933
0.213	1.0849563672537	-1.03338202824372	0.142123252499753
0.214	0.873837130026942	-1.04316143052421	0.342316753005775
0.215	0.63675771573211	-0.983269882054393	0.494030005879749
0.216	0.383321905178088	-0.843593804444063	0.588410389929639
0.217	0.160363262756499	-0.636070519647103	0.621714835154169
0.218	0.00578388913823221	-0.322117009801211	0.592776436319098
0.219	-0.100433154390583	-0.0222196935948658	0.461579367014113
0.22	-0.149943605934297	0.231615250238426	0.250741431232117
0.221	-0.138609146017182	0.412731885744516	-0.0317662824797698
0.222	-0.052224115355114	0.534472894787615	-0.32062866798865
0.223	0.110837979734269	0.607229328675598	-0.550621698716249
0.224	0.320998779227426	0.616129432512395	-0.748861722243574
0.225	0.55788478109302	0.552920920087525	-0.898410549646899
0.226	0.805740984582713	0.412604657643514	-0.989911720796002
0.227	1.02421496286471	0.177256583687105	-1.02241973990161
0.228	1.18764722591404	-0.103257267816527	-0.977835921129084
0.229	1.29322611891513	-0.39110539622181	-0.848223129484925
0.23	1.34017758254627	-0.637375725769913	-0.646369364880173
0.231	1.32375743532217	-0.825942536453364	-0.375231375361055
0.232	1.22990543637462	-0.952575792727564	-0.088367007205116
0.233	1.06678001061162	-1.02547146997344	0.151437275703717
0.234	0.855600709425151	-1.03527555513878	0.351653420679911
0.235	0.618465027928912	-0.97542219245227	0.503264395197645
0.236	0.364928033369084	-0.83573295449669	0.597505542639077
0.237	0.142145002360463	-0.6277609330315	0.630771698964523
0.238	-0.0125273155868937	-0.314201252559591	0.601405143747851
0.239	-0.11877532534851	-0.0142183995891712	0.469991958744045
0.24	-0.168267150827369	0.239545249475004	0.259280781596997
0.241	-0.156845547351813	0.421043697834909	-0.0232639071219283
0.242	-0.0704270156193264	0.542786190100006	-0.312485447242166
0.243	0.0926681452546741	0.615520770023828	-0.542453988312485
0.244	0.302949945574322	0.624422701057018	-0.740864689981468
0.245	0.539880352075663	0.561257517211809	-0.890484083818036
0.246	0.787876821950034	0.4209764517489	-0.982043415938052
0.247	1.00629973724604	0.185711356124131	-1.01461360500753
0.248	1.16970457438153	-0.0953470402446829	-0.970177236970292
0.249	1.2755612566366	-0.383471306997707	-0.84034119651702
0.25	1.32269801753213	-0.630094500101297	-0.638243623141196
0.251	1.30639084685903	-0.818635109619826	-0.366700372583746
0.252	1.21239544722312	-0.945208419613277	-0.0796476754879132
0.253	1.0491898641875	-1.01817311067681	0.160006126082741
0.254	0.837962673744503	-1.02800045048447	0.360253641513903
0.255	0.600769817941266	-0.968179938758077	0.511782106251654
0.256	0.347131447146725	-0.828471638010997	0.605895937871915
0.257	0.124530220224467	-0.620057149545014	0.639133454949194
0.258	-0.0302375058712575	-0.306869542389012	0.609369129988028
0.259	-0.136521704898037	-0.00689121720380531	0.477768409619763
0.26	-0.185987205405359	0.246849760229536	0.267176331938218
0.261	-0.174489892471824	0.428688264389687	-0.0154104219192409
0.262	-0.0880259333666859	0.550456298015865	-0.304863584035147
0.263	0.0750965136322274	0.623176953507357	-0.534900099807331
0.264	0.28547142931189	0.632099592404469	-0.733413841698756
0.265	0.522482575010739	0.568983049797418	-0.883135971544326
