"Time [s]"	"RingSolidLoss(EndConnection) [kW]"
0.728000000000001	0.000920671109629422
0.729000000000001	0.00050255798994249
0.730000000000001	0.00093974990604722
0.731000000000001	0.000774834312600601
0.732000000000001	0.000904297029522299
0.733000000000001	0.00114221060712692
0.734000000000001	0.000557968394315238
0.735000000000001	0.000761459656116867
0.736000000000001	0.000605848101008195
0.737000000000001	0.000612083076195343
0.738000000000001	0.000853827299806061
0.739000000000001	0.000497170406904357
0.740000000000001	0.00100390451924956
0.741000000000001	0.000809120372142609
0.742000000000001	0.00086264016065832
0.743000000000001	0.00107823528365034
0.744000000000001	0.000558631602092193
0.745000000000001	0.000804632813567841
0.746000000000001	0.000625725841033473
0.747000000000001	0.000605821436109975
0.748000000000001	0.000845516837468489
0.749000000000001	0.000498132070469615
0.750000000000001	0.000999775874426464
0.751000000000001	0.000797677898207593
0.752000000000001	0.000884128324413933
0.753000000000001	0.0011156248380352
0.754000000000001	0.000555554406198846
0.755000000000001	0.00074600838391612
0.756000000000001	0.000593964774904497
0.757000000000001	0.000633570146704018
0.758000000000001	0.000904773067370138
0.759000000000001	0.000503762891698224
0.760000000000001	0.000939433458764562
0.761000000000001	0.000767805011740265
0.762000000000001	0.000912310802021037
0.763000000000001	0.00115983193806936
0.764000000000001	0.000563592676718731
0.765000000000001	0.00072615269359296
0.766000000000001	0.00059076290784494
0.767000000000001	0.000633966853542905
0.768000000000001	0.000894779865475938
0.769000000000001	0.000502710780790147
0.770000000000001	0.000968489309933757
0.771000000000001	0.000796718826498059
0.772000000000001	0.000881952943165013
0.773000000000001	0.00111352951263137
0.774000000000001	0.000558365328788394
0.775000000000001	0.000780277459757802
0.776000000000001	0.000618906904644188
0.777000000000001	0.000600709991395372
0.778000000000001	0.000843552696048133
0.779000000000001	0.000497982843376984
0.780000000000001	0.0010085688763528
0.781000000000001	0.000815458030172254
0.782000000000001	0.000861280715695802
0.783000000000001	0.00108350289102932
0.784000000000001	0.000559283909699468
0.785000000000001	0.00078691546616685
0.786000000000001	0.000620254797036015
0.787000000000001	0.000612671847616548
