"Time [s]"	"SolidLoss [kW]"	"StrandedLossR [kW]"
0.457	0.00338077347105956	0.0787698495323641
0.458	0.00308224534959669	0.105932273971765
0.459	0.00422246018661575	0.121954141342899
0.46	0.00791310701969634	0.111519133282265
0.461	0.0054579988277648	0.0736851929949237
0.462	0.00616372366077714	0.0711957185203007
0.463	0.0058517520363424	0.11431837138795
0.464	0.00371766317433944	0.122269594573574
0.465	0.00516278919474272	0.0982495695927124
0.466	0.00338314168948143	0.0753107014031788
0.467	0.00495531630886542	0.0755796250360787
0.468	0.00583569967445873	0.103457622483511
0.469	0.00337580986605544	0.118902092794105
0.47	0.00459833272548611	0.108416947844239
0.471	0.00408002338103883	0.0727381480726822
0.472	0.00794712104069738	0.0688341388094702
0.473	0.00894840802069933	0.112609181420488
0.474	0.0043200878318999	0.121240406801694
0.475	0.00356860387342844	0.0973781854319116
0.476	0.00277787234600629	0.0756954661013083
0.477	0.00543709252019737	0.0740624417310463
0.478	0.00705808374384238	0.102545210663713
0.479	0.00396259974579404	0.119172631182613
0.48	0.00495408643379339	0.109231456610245
0.481	0.00421098317747514	0.0735936122156695
0.482	0.00694137949743026	0.0685765355403572
0.483	0.00746665531817387	0.112368920873733
0.484	0.00420671449994856	0.122118887611003
0.485	0.0052328689812528	0.0991494904535255
0.486	0.00341930350496344	0.0765243279866328
0.487	0.0038524552082981	0.0753033549495203
0.488	0.00424964882953096	0.103389255415599
0.489	0.00380476875206508	0.120440256705977
0.49	0.00755949993925629	0.111716980412104
0.491	0.00541229355443431	0.0745262947905261
0.492	0.00535558977161979	0.0705231793056828
0.493	0.00502130205796696	0.114212928915595
0.494	0.00451585105381991	0.123843798875646
0.495	0.00738571810044979	0.10103899954257
0.496	0.00429149819303049	0.0770230763946669
0.497	0.00339164203289047	0.0774041561012728
0.498	0.00328044354319987	0.104849133133256
0.499	0.00409014279362835	0.121611069481014
0.5	0.00801739972225917	0.112072205540075
0.501	0.00555919882633982	0.0742245305207612
0.502	0.00578057195162262	0.0708591937002025
0.503	0.00541206519893129	0.114100520315094
