"Time [s]"	"Pem [kW]"
1.31899999999997	0.0449647986500138
1.31999999999997	0.52192434241163
1.32099999999997	0.674895344720402
1.32199999999997	0.00526475997714993
1.32299999999997	-0.385160129481416
1.32399999999996	0.0432281745561951
1.32499999999996	0.834179539547167
1.32599999999996	0.627624601419677
1.32699999999996	-0.0933475720544162
1.32799999999996	-0.510203747071157
1.32899999999996	-0.148641837839212
1.32999999999996	0.3482846860189
1.33099999999996	0.547448929653854
1.33199999999996	-0.106315989177893
1.33299999999996	-0.580588912540001
1.33399999999996	-0.00268434334075509
1.33499999999996	0.491679884207046
1.33599999999996	0.559620343746265
1.33699999999996	-0.202558397860363
1.33799999999996	-0.675426235069013
1.33899999999996	-0.399548194856199
1.33999999999996	0.285045582528783
1.34099999999996	0.41153309875066
1.34199999999996	-0.151434263899307
1.34299999999996	-0.558892282595938
1.34399999999996	-0.138764113193344
1.34499999999996	0.690784391369287
1.34599999999996	0.609607455734018
1.34699999999996	-0.0778140058634444
1.34799999999996	-0.574295585885949
1.34899999999996	-0.077153332465876
1.34999999999996	0.581595651244281
1.35099999999996	0.581862118029378
1.35199999999996	0.0518922484802166
1.35299999999996	-0.349815620813491
1.35399999999996	0.0908182249237238
1.35499999999996	0.802402864833557
1.35599999999996	0.742771061092071
1.35699999999996	0.00492863566768417
1.35799999999996	-0.430613367912598
1.35899999999996	0.0395376130153697
1.35999999999996	0.512531527841794
1.36099999999996	0.673805762914089
1.36199999999996	-0.000286568458104261
1.36299999999996	-0.387557522321233
1.36399999999996	0.027026459435099
1.36499999999996	0.830150728965142
1.36599999999996	0.634106850005058
1.36699999999996	-0.0875377339903667
1.36799999999996	-0.519416404994435
1.36899999999996	-0.153905289056573
1.36999999999996	0.350562229964082
1.37099999999996	0.552706918633467
1.37199999999996	-0.103933713385915
1.37299999999996	-0.577574118828209
1.37399999999996	0.00543538248202958
1.37499999999996	0.489016901596113
1.37599999999996	0.565331553213954
1.37699999999996	-0.187543059774138
1.37799999999996	-0.673728250343003
1.37899999999996	-0.395373531477579
1.37999999999996	0.278359912126974
1.38099999999996	0.41593759812182
1.38199999999996	-0.142416599717544
1.38299999999996	-0.555152404008476
1.38399999999996	-0.130045912513353
1.38499999999996	0.693050531134655
1.38599999999996	0.620651716626548
1.38699999999996	-0.0657695553198526
1.38799999999996	-0.581749741256354
1.38899999999996	-0.0840192903845818
1.38999999999996	0.589024383631602
1.39099999999996	0.587341445536409
1.39199999999996	0.0481915231248956
1.39299999999996	-0.356823824672731
1.39399999999996	0.0788013815470282
1.39499999999996	0.793512109795444
1.39599999999996	0.749918915288044
1.39699999999996	0.010211752328637
1.39799999999996	-0.444135810396455
1.39899999999996	0.0321689117458096
1.39999999999996	0.499753747714931
1.40099999999996	0.671162011828549
1.40199999999996	-0.00751571185287855
1.40299999999996	-0.392500379787061
1.40399999999996	0.00751849581030091
1.40499999999996	0.822932284340085
1.40599999999996	0.639341056333551
1.40699999999996	-0.0839152552051208
1.40799999999996	-0.53329980687572
1.40899999999996	-0.16180755283448
1.40999999999996	0.350917085381746
1.41099999999996	0.557058647085679
1.41199999999996	-0.101644002972186
1.41299999999996	-0.573716103265861
1.41399999999996	0.0124761169151231
1.41499999999995	0.48781745457025
1.41599999999995	0.573611275296087
1.41699999999995	-0.171290253535676
1.41799999999995	-0.670196835514252
1.41899999999995	-0.38511604768297
1.41999999999995	0.274699174079217
1.42099999999995	0.422957289185118
1.42199999999995	-0.130164993083938
1.42299999999995	-0.538063494940935
1.42399999999995	-0.118039536998696
1.42499999999995	0.69674115567389
1.42599999999995	0.635191518145475
