"Time [s]"	"FluxLinkage(Phase_A) [Wb]"	"FluxLinkage(Phase_C) [Wb]"	"FluxLinkage(Phase_B) [Wb]"
0.261	-1.62837252019074	1.270916548087	0.365012725157671
0.262	-1.41235007321932	1.56542324247366	-0.168337479398337
0.263	-1.03871010193688	1.69812173124726	-0.674230300587023
0.264	-0.545295493133988	1.67288148297012	-1.11884561840902
0.265	0.00342870363204291	1.48027722242668	-1.475811192202
0.266	0.552339852118193	1.15198089587057	-1.67305100299176
0.267	1.03151178203044	0.716183697056911	-1.70314307447955
0.268	1.39086059490468	0.190669713595243	-1.56734279913516
0.269	1.62091697032828	-0.368151973337675	-1.26835580067052
0.27	1.71045129248936	-0.886950500194033	-0.827138926486108
0.271	1.62931622074641	-1.31295911955281	-0.32865316664464
0.272	1.39183787725265	-1.58746988031074	0.200573693642261
0.273	0.995022605987897	-1.70123479103924	0.719580510320595
0.274	0.489665626410699	-1.65935270013897	1.18078166321192
0.275	-0.06399825932168	-1.47080103084129	1.51633225500079
0.276	-0.596395075541516	-1.14364543288002	1.68806380097771
0.277	-1.04846288184719	-0.678712914359648	1.70594797320734
0.278	-1.41396387521549	-0.140514452922814	1.54755244170298
0.279	-1.64952527872643	0.412811492693207	1.23149517085988
0.28	-1.72164640077882	0.925286677783161	0.811331974423975
0.281	-1.62769345297696	1.33325648873455	0.323188482300395
0.282	-1.37750611426924	1.58842509604561	-0.213414168118622
0.283	-0.978480930642606	1.70204136342994	-0.737333432486382
0.284	-0.477548844221053	1.66373237765394	-1.18989912723018
0.285	0.0643226811747172	1.4790828024483	-1.51840691733374
0.286	0.586800568014106	1.15103630795499	-1.68886290320151
0.287	1.03802346736992	0.691261767555276	-1.70907510026216
0.288	1.40189207305048	0.160937586239176	-1.56006746391054
0.289	1.63880049577914	-0.386256549580633	-1.25317734312745
0.29	1.71925820714624	-0.894493828492575	-0.831057733462833
0.291	1.63474647228275	-1.31124579009254	-0.345583290692835
0.292	1.40160629400423	-1.58331709862762	0.179900357645416
0.293	1.01711252330899	-1.70269621865563	0.692730522800666
0.294	0.527311498525913	-1.67059060241338	1.14782168701284
0.295	-0.0146479407989092	-1.48311516300058	1.49348483807766
0.296	-0.553349281077791	-1.1642849383227	1.67663898341254
0.297	-1.02242962185382	-0.727991367672094	1.70680590383269
0.298	-1.38382193319878	-0.208619986551471	1.57380023654216
0.299	-1.6154318195882	0.340991544099601	1.28566561186018
0.3	-1.70641740459639	0.857355170160747	0.857544883506079
0.301	-1.6350741989593	1.28559726249159	0.357687647372545
0.302	-1.41218703741292	1.57427631702395	-0.169248880453841
0.303	-1.03358870488495	1.70302456411289	-0.67650624265752
0.304	-0.542217043649215	1.67615086869725	-1.12540826846049
0.305	0.00310568879075237	1.48430603684296	-1.48181487112341
0.306	0.549109570291957	1.15858107591985	-1.67555834409118
0.307	1.02743495224979	0.723540786253382	-1.70623171494149
0.308	1.39033805870627	0.202301800355937	-1.57167470428168
0.309	1.62048444309386	-0.353085079704352	-1.27868470516312
0.31	1.71016008001228	-0.873158882838222	-0.84272192192831
0.311	1.63346805461206	-1.30154669236236	-0.340795359892021
0.312	1.40189945645504	-1.58504251854262	0.186958577303694
0.313	1.01241150870196	-1.70555264566449	0.700185081027141
0.314	0.513913072056426	-1.66798984790488	1.15985502015788
0.315	-0.0379996827966984	-1.47430347586856	1.50677633780489
0.316	-0.581176924995983	-1.15086794400296	1.68446879714864
0.317	-1.04235453746498	-0.698650646477604	1.70905391778601
0.318	-1.402641312365	-0.163615137626029	1.56267861198701
0.319	-1.64033490078269	0.390464453162818	1.24964078550023
0.32	-1.72071390269886	0.905276281925124	0.818080864905322
0.321	-1.63148692503991	1.32495848606189	0.328437612937532
0.322	-1.38910548274242	1.59198655555437	-0.202886397777893
0.323	-0.992545252287841	1.70442250386693	-0.72509757249569
0.324	-0.489847936079563	1.66484681737236	-1.1826443689544
0.325	0.0578673524228018	1.47723451007756	-1.5163381042025
0.326	0.588087828064805	1.15116452832462	-1.68885743560002
0.327	1.04162382658177	0.692017314299792	-1.71045135805146
0.328	1.40528741785634	0.159233363327098	-1.56048059789429
0.329	1.64281823323385	-0.39052960358975	-1.24974594966046
0.33	1.7215653720357	-0.901675543814093	-0.824977809958762
0.331	1.63405712886225	-1.3191642154322	-0.338032955466074
0.332	1.39631444887768	-1.58874027729865	0.190148747440749
0.333	1.0070550580692	-1.70476301481319	0.707494897158114
0.334	0.512325890148562	-1.66897335782775	1.16458816156571
0.335	-0.0319022624609151	-1.48074124603266	1.50484198753608
0.336	-0.568488043743551	-1.16043383792629	1.6824659106299
0.337	-1.03046514098305	-0.715401303113193	1.70983434816001
0.338	-1.39064462722141	-0.18966995689833	1.57181697602585
0.339	-1.62572390985407	0.360370054232796	1.27508875133102
0.34	-1.71408616053194	0.873345082360395	0.844358964169901
0.341	-1.63641482182519	1.29798899141352	0.350132998136911
0.342	-1.40780652178141	1.58128997101586	-0.174538369557625
0.343	-1.02516538763337	1.70536983424162	-0.684307803809946
0.344	-0.534056963309524	1.6750774590928	-1.13743268311811
0.345	0.0103751090619835	1.4830230528738	-1.49067814103905
0.346	0.554097705129793	1.16001442556597	-1.67825309739899
0.347	1.02806763656066	0.723303011743476	-1.70779384065543
