"Slice []"	"Time [ns]"	"Distance [mm]"	"Flux_Lines []"	"Mag_B [tesla]"	"Br []"	"Bt []"
1	2000000000	443.765952	-0.0376110039505919	0.0739755631688953	0.0655298228477529	0.0125810343650864
1	2000000000	444.27957	-0.0375890430141794	0.0688539044308573	0.0199891338002019	0.0130872615121344
1	2000000000	444.793188	-0.0375513491379712	0.0952385476999322	0.102766290724156	0.000465390035026388
1	2000000000	445.306806	-0.0374936792005771	0.122540849720133	0.121784984097462	-0.00451373284121766
1	2000000000	445.820424	-0.0374262629755398	0.136433998226465	0.140716010878156	-0.00989427338666041
1	2000000000	446.334042	-0.0373552466976885	0.135342959593651	0.133370867897789	-0.00274038502911425
1	2000000000	446.84766	-0.0372868985854992	0.132769071110988	0.132781663179329	-0.00106648728738396
1	2000000000	447.361278	-0.0372188423529553	0.131997744579002	0.13223424120776	0.000581917803454059
1	2000000000	447.874896	-0.0371509395639659	0.132385893020668	0.1324230970992	-0.000286388765440049
1	2000000000	448.388514	-0.0370828556207663	0.132682556917888	0.132695486941368	-0.000299517882872396
1	2000000000	448.902132	-0.0370146292026201	0.133143072683361	0.132977770500822	-0.000347207396383228
1	2000000000	449.41575	-0.0369460826967262	0.13358596964412	0.134261349637305	0.00416077009738791
1	2000000000	449.929368	-0.0368774564483725	0.133003996189444	0.132952650574677	-0.00103159812241704
1	2000000000	450.442986	-0.0368095251956579	0.131348468283775	0.131554333165927	-0.00646840896780469
1	2000000000	450.956604	-0.0367424549638755	0.126046744660193	0.126721320937385	0.00582322913979927
1	2000000000	451.470222	-0.0366839163100829	0.103222743827926	0.101241842085889	0.0104825848475812
1	2000000000	451.98384	-0.0366384348480205	0.0760933335209404	0.0758865511758002	0.0180178924100563
1	2000000000	452.497458	-0.0366059340545975	0.0443557205221547	0.0507047361253134	0.0284278380146473
1	2000000000	453.011076	-0.0365531966298324	0.221456595203734	0.181697922010343	-0.0439579795640957
1	2000000000	453.524694	-0.0364191406246079	0.329940800916589	0.34016528175334	-0.0921464411611069
1	2000000000	454.038312	-0.0362039446699824	0.45738420486709	0.49759657394144	-0.157542140374631
1	2000000000	454.55193	-0.0360176558304348	0.35997880605939	0.288815853164727	0.0257390944970185
1	2000000000	455.065548	-0.0358959342634214	0.206740330218261	0.185520358997194	0.138611573668043
1	2000000000	455.579166	-0.0358267033962053	0.196276483154957	0.0844515761202892	0.26081715741379
1	2000000000	456.092784	-0.0357343270600716	0.307976521713033	0.27537200793039	-0.0664863007386459
1	2000000000	456.606402	-0.0355602381447493	0.410115506026939	0.402504870264072	-0.0753048482805018
1	2000000000	457.12002	-0.0353208958793431	0.526480338928659	0.529439632407567	-0.0910420028771167
1	2000000000	457.633638	-0.0350254314350355	0.582295745375672	0.588309745428641	0.0600352164335916
1	2000000000	458.147256	-0.0347244824151016	0.584714245900661	0.583479301070509	0.026555094513619
1	2000000000	458.660874	-0.0344261596303905	0.577358469254416	0.57809325748313	-0.00381780091425403
1	2000000000	459.174492	-0.034133506477553	0.567900465042236	0.560546031643153	-0.00878453791119349
1	2000000000	459.68811	-0.0338438193073261	0.568401491306502	0.567501584055956	-0.00667026873645385
1	2000000000	460.201728	-0.0335505385117836	0.571612273320321	0.574538039674704	-0.00493461468579194
1	2000000000	460.715346	-0.0332555336912322	0.583170486021558	0.565814448472124	-0.00646936169775999
1	2000000000	461.228964	-0.0329627295109428	0.587006172226952	0.574375695784633	-0.00281169898725662
1	2000000000	461.742582	-0.0326654988874744	0.544986226133093	0.583050515626552	0.000810082271085716
1	2000000000	462.2562	-0.032379299004742	0.441819111799671	0.227739778668563	-0.196833842040443
1	2000000000	462.769818	-0.0322625043924875	0.257557705512183	0.227546912217138	-0.0411695412757914
1	2000000000	463.283436	-0.0321450437911152	0.242896512760981	0.23034689281532	0.118897409273497
1	2000000000	463.797054	-0.0320253586496266	0.506128554179042	0.236222942745085	0.283340475136013
1	2000000000	464.310672	-0.0316447433847656	0.860878441491678	0.902890356804668	0.148735967851113
1	2000000000	464.82429	-0.0311126357631455	1.18213169265725	1.16815825191181	-0.162988642207818
1	2000000000	465.337908	-0.0304457959139677	1.38704928350772	1.42746174070354	-0.49518786300446
1	2000000000	465.851526	-0.0297902837339692	1.0822372945917	1.06275284401607	0.127675708272261
1	2000000000	466.365144	-0.0293520026616107	0.661734354098633	0.643963874388923	0.1467256021804
1	2000000000	466.878762	-0.0291286953119626	0.252155215116407	0.225714269920953	0.180586986547387
1	2000000000	467.39238	-0.0290272027754252	0.276227207855223	0.299941100692667	-0.0155451923853995
1	2000000000	467.905998	-0.0288128718764744	0.53764699521264	0.534553296939282	-0.0523436519846291
1	2000000000	468.419616	-0.0284782124550583	0.798860484071614	0.768471797971438	-0.0938131015748611
1	2000000000	468.933234	-0.0280184681214001	0.950943722482648	0.968263937918912	1.12731446209144E-05
1	2000000000	469.446852	-0.0275184267442088	0.978296893011658	0.978888773465232	-0.00216668303392316
1	2000000000	469.96047	-0.0270129193528744	0.990524235752183	0.989547116256888	-0.00461946579842852
1	2000000000	470.474088	-0.0265041063457641	0.985993515164408	0.984097405713136	-0.00304842122899915
1	2000000000	470.987706	-0.0260013072540318	0.974723105953026	0.973779213499429	-0.00967594329256955
1	2000000000	471.501324	-0.0255038229470501	0.96212974384638	0.963396631780008	-0.0180656092877353
1	2000000000	472.014942	-0.0250107896570457	0.929319761182968	0.947513585639058	0.245226791412869
1	2000000000	472.52856	-0.0245680269576611	0.785123173617352	0.776052934882782	0.0719331444947318
1	2000000000	473.042178	-0.0242141258370676	0.577457778295608	0.601542918717322	-0.0857120353243209
1	2000000000	473.555796	-0.0239559776912441	0.375188578423964	0.148929279274731	-0.307571400468858
1	2000000000	474.069414	-0.0238324238940911	0.347361087660325	0.333033741528677	-0.0400745526859315
