"Time [s]"	"Current(Phase_A) [A]"	"Current(Phase_C) [A]"	"Current(Phase_B) [A]"
0.979000000000001	-12.9527888217715	3.47004531296314	9.48274350880838
0.980000000000001	-12.9022282660797	4.62269836545927	8.27952990062047
0.981000000000001	-10.6316769764348	6.74204136205781	3.88963561437704
0.982000000000001	-7.16910976420275	9.62404231456829	-2.45493255036554
0.983000000000001	-5.28931268387287	12.7301742889582	-7.44086160508531
0.984000000000001	-3.71123717073037	13.1397705658096	-9.42853339507925
0.985000000000001	-1.88970485889056	11.5484573160094	-9.65875245711884
0.986000000000001	2.12468680297292	8.20525402312814	-10.3299408261011
0.987000000000001	7.02796086594413	3.1509917172795	-10.1789525832236
0.988000000000001	11.0957475426841	-1.14173628821791	-9.95401125446615
0.989000000000001	12.9920908293643	-3.66111089740969	-9.33097993195457
0.990000000000001	12.9029988348525	-4.77208181546762	-8.13091701938488
0.991000000000001	10.600220386558	-6.82870310636831	-3.77151728018971
0.992000000000001	7.07264402963155	-9.63023533620508	2.55759130657353
0.993000000000001	5.12014491347697	-12.6866842608486	7.56653934737161
0.994000000000001	3.4844409204238	-13.0565438828337	9.5721029624099
0.995000000000001	1.70581056849114	-11.4654222387635	9.75961167027236
0.996000000000001	-2.21865010315832	-8.14394574226058	10.3625958454189
0.997000000000001	-7.05744205977393	-3.08276542636026	10.1402074861342
0.998000000000001	-11.1107882546285	1.23676203904833	9.87402621558016
0.999000000000001	-13.0093574343655	3.76255568140411	9.24680175296143
1	-12.9118997281383	4.83764176945128	8.074257958687
1.001	-10.6084308650477	6.8442460799929	3.76418478505481
1.002	-7.07426788195529	9.61517904414218	-2.54091116218689
1.003	-5.12252522542347	12.6800428210865	-7.55751759566306
1.004	-3.5217341451408	13.0864979428723	-9.56476379773154
1.005	-1.78249349296562	11.5154795279819	-9.7329860350163
1.006	2.14186493322498	8.20983838255487	-10.3517033157799
1.007	7.00215754606865	3.16985954344966	-10.1720170895183
1.008	11.0696030048502	-1.10988391650084	-9.95971908834933
1.009	12.986678885959	-3.5979700006853	-9.38870888527375
1.01	12.915334360794	-4.69287214407716	-8.22246221671688
1.011	10.6478676591971	-6.75503962741095	-3.8928280317862
1.012	7.17495466899511	-9.60259679510466	2.42764212610955
1.013	5.29048893141183	-12.7145455080164	7.42405657660461
1.014	3.73820656851481	-13.1443179548204	9.40611138630561
1.015	1.95574520421023	-11.5968392000529	9.64109399584264
1.016	-2.04002027124462	-8.28311255621152	10.3231328274561
1.017	-6.95257399559601	-3.26004149395637	10.2126154895524
1.018	-11.0352457495751	0.999599075461624	10.0356466741134
1.019	-12.9583834446087	3.48753310420865	9.47085034040006
1.02	-12.9199090994449	4.63431936789188	8.28558973155307
1.021	-10.6560981413326	6.73642132511363	3.91967681621892
1.022	-7.17890957694813	9.60447271634609	-2.42556313939796
1.023	-5.28134204199728	12.7131162571943	-7.431774215197
1.024	-3.68868595731566	13.1357517623734	-9.44706580505778
1.025	-1.88043740000674	11.5601741618638	-9.67973676185708
1.026	2.11017929020544	8.23254300497852	-10.342722295184
1.027	7.00088760430867	3.17008722206495	-10.1709748263736
1.028	11.0821404517637	-1.14844462489008	-9.93369582687361
1.029	13.00021115362	-3.69132906943008	-9.30888208418992
1.03	12.9190602803679	-4.79496971302206	-8.12409056734583
1.031	10.6217697686876	-6.83003571179925	-3.79173405688833
1.032	7.07642280347341	-9.61032243046467	2.53389962699125
1.033	5.10004078260553	-12.6650725823259	7.56503179972032
1.034	3.44735203974404	-13.0465168196362	9.59916477989219
1.035	1.68542804772907	-11.4703102862943	9.78488223856526
1.036	-2.20972458083198	-8.1668604911378	10.3765850719698
1.037	-7.03298641913575	-3.09712077449317	10.1301071936289
1.038	-11.0978251563454	1.24725967308496	9.85056548326041
1.039	-13.0182050264432	3.7978260259232	9.22037900051996
1.04	-12.9280145750388	4.86395363375522	8.06406094128362
1.041	-10.6305614788173	6.84588873261198	3.78467274620527
1.042	-7.07884611747735	9.59586265618627	-2.51701653870893
1.043	-5.10460183536612	12.6594214580822	-7.55481962271607
1.044	-3.48993407109286	13.0788046194624	-9.58887054836952
1.045	-1.7672841966673	11.5232611747345	-9.75597697806725
1.046	2.12867586957186	8.23637526694043	-10.3650511365123
1.047	6.97509433643676	3.18921518326048	-10.1643095196972
1.048	11.05580238712	-1.11475376444452	-9.94104862267551
1.049	12.9945630145681	-3.62519778844001	-9.3693652261281
1.05	12.9327855106359	-4.71190787194017	-8.22087763869571
1.051	10.6713535501387	-6.75286295241359	-3.91849059772512
1.05199999999999	7.18340169259138	-9.58196228185889	2.39856058926751
1.05299999999999	5.28095765871856	-12.6958895442947	7.41493188557615
1.05399999999999	3.7174800231643	-13.139615845387	9.42213582222267
1.05499999999999	1.94875097461277	-11.6078701625589	9.65911918794614
1.05599999999999	-2.02084988008619	-8.31326088268175	10.3341107627679
1.05699999999999	-6.92256062639477	-3.28324770607055	10.2058083324653
1.05799999999999	-11.0188743021953	0.998682518907174	10.0201917832882
1.05899999999999	-12.964413245995	3.50821090773045	9.4562023382646
1.05999999999999	-12.9373292204084	4.64859249253019	8.28873672787816
1.06099999999999	-10.6798856860838	6.7324276831227	3.94745800296108
1.06199999999999	-7.18780967798812	9.58529011843699	-2.39748044044886
1.06299999999999	-5.271872046215	12.6956741325071	-7.42380208629208
1.06399999999999	-3.66458463548556	13.1311592931063	-9.46657465762071
1.06499999999999	-1.86997495777773	11.5712855044647	-9.70131054668696
1.06599999999999	2.09663296064171	8.25925661585092	-10.3558895764926
1.06699999999999	6.97396660893369	3.18934275632304	-10.1633093652567
1.06799999999999	11.0680571466277	-1.15416455193401	-9.91389259469365
1.06899999999999	13.0078488966424	-3.72001337971977	-9.28783551692264
